Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55
,Interest Expense,,,-0.855,-0.932,-2.24,-2.265,-0.854,-1.541,-1.408,-2.936,,,,,,,,,,,-6.9,-4.343999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pretax Income,0,0,-35.818,-30.49,-39.232000000000006,-46.941,113.93000000000005,-14.026,-0.6779999999999959,5.880000000000003,,,,,,,,,,,13.731000000000028,111.281,268.3714,466.2031,762.95065,940.9991799999999,1047.8282980000001,1165.3403278000003,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxes,,,0,0,0,0,0,0.39,0.029,-0.328,,,,,,,,,,,0.39,-0.299,53.67428,93.24062,152.59013000000002,188.199836,209.56565960000003,233.06806556000006,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Income,0,0,-35.818,-30.49,-39.232000000000006,-46.941,113.93000000000005,-14.416,-0.706999999999996,6.208000000000003,,,,,,,,,,,13.341000000000028,111.58000000000001,214.69711999999998,372.96248,610.36052,752.7993439999999,838.2626384000001,932.2722622400003,792.4314229040002,673.5667094684002,572.5317030481401,486.65194759091906,413.6541554522812,351.60603213443903,298.8651273142732,254.0353582171322,215.93005448456236,183.540546311878,156.00946436509628,132.60804471033182,112.71683800378204,95.80931230321474,81.43791545773253,69.22222813907266,58.83889391821175,50.01305983047999,42.51110085590799,36.13443572752179,30.71427036839352,26.10712981313449,22.191060341164317,18.86240128998967,16.033041096491218,13.628084932017535
,EPS,,,-0.264677342557605,-0.22237820706990719,-0.27960491466359233,-0.3317297526090795,0.730921419249617,,-0.004835543639584403,0.03894028945067353,,,,,,,,,,,0.08987173896267397,0.7301577815147197,1.4049361250833439,2.440593806999713,3.994080329874266,4.926172243598997,5.485427391833838,6.100608054892162,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shares,,,135.327035,137.108759,140.312269,141.503738,155.871749,156.091786,146.209,159.423571,,,,,,,,,,,148.4448855,152.8162855,152.8162855,152.8162855,152.8162855,152.8162855,152.8162855,152.8162855,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Product y/y,,,,,,,,1026.0714285714284,5.501996136509981,3.527064105762035,2.1913196106590074,1.0863759649488838,,,,,,,,,,,,,,,,,Terminal,-0.15,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,,,,548.6375,7.134563629373318,3.57105525136884,-0.5175346018152762,1.0468035750835778,,,,,,,,,,,,,,,,,Discount,0.08,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,4881.266203892969,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Share,31.528015117617525,,,,,,,,,,,,,,,,,,,,,,,,
