Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
,EPS,2.065,,,,5.92191435768262,4.916666666666667,,,5.612658227848101,4.284263959390863,,,,,,
,Shares,400,,,,397,396,,,395,394,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Product y/y,,,,,,,,,0.020493890020366612,-0.02924868311616302,,,,,,
,Services y/y,,,,,,,,,0.8541463414634147,0.9266634288489557,,,,,,
,Revenue y/y,,,,,,,,,0.19301433474661822,0.18300442143858509,,,,,,
,Product GM%,,,,,0.5765020366598778,0.5353479345716662,,,0.5565672944991892,0.49792945880337,,,,,,
,Services GM%,,,,,0.33170731707317075,0.32151529868868384,,,0.26361483820047354,0.28031257877489285,,,,,,
,Gross Margin,,,,,0.5258429234807187,0.4878680038822388,,,0.46234557454730074,0.41923427529626256,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Net Debt,,,,,-13062,-11754,,,-30503,-28372,,,,,,
,Cash,,,,,5583,7023,,,2752,1888,,,,,,
,AR,,,,,5554,5476,,,7889,7445,,,,,,
,Inventories,,,,,4342,4625,,,5483,5668,,,,,,
,Contract,,,,,783,804,,,1064,1147,,,,,,
,OCA,,,,,1423,1332,,,1588,1652,,,,,,
,PP&E,,,,,6133,6560,,,8448,8529,,,,,,
,Goodwill,,,,,39654,39294,,,61099,59644,,,,,,
,Other,,,,,2459,2584,,,4424,4306,,,,,,
,Assets,,,,,65931,67698,,,92747,90279,,,,,,
,,,,,,,,,,,,,,,,,
,Debt,,,,,18645,18777,,,33255,30260,,,,,,
,AP,,,,,2146,2098,,,2667,2586,,,,,,
,Employees,,,,,1314,1492,,,1634,1722,,,,,,
,Contract,,,,,1396,1470,,,2871,2722,,,,,,
,OA,,,,,2135,1861,,,3032,2957,,,,,,
,DT,,,,,1885,1632,,,3493,3327,,,,,,
,OLTL,,,,,3352,3514,,,4664,4534,,,,,,
,MI,,,,,0,0,,,113,117,,,,,,
,SE,,,,,35058,36854,,,41018,42354,,,,,,
,L+SE,,,,,65931,67698,,,92747,90579,,,,,,
,,,,,,,,,,,,,,,,,
,Model NI,,,,,2351,1947,,,2217,1688,,,,,,
,Reported NI,,,,,2337,1829,,,2220,1668,,,,,,
,Depreciation,,,,,198,211,,,250,236,,,,,,
,Intangibles,,,,,423,449,,,609,600,,,,,,
,DT,,,,,24,-331,,,-339,-262,,,,,,
,Early Debt,,,,,197,0,,,26,0,,,,,,
,SBC,,,,,51,51,,,78,77,,,,,,
,Non-Cash,,,,,69,144,,,233,58,,,,,,
,WC,,,,,-1321,-126,,,-875,-849,,,,,,
,CFFO,,,,,1978,2227,,,2202,1528,,,,,,
,,,,,,,,,,,,,,,,,
,Acquisitions,,,,,-1343,-82,,,-40,0,,,,,,
,CapEx,,,,,-628,-540,,,-640,-506,,,,,,
,Sale of PPE,,,,,5,0,,,2,12,,,,,,
,Other,,,,,-32,-4,,,8,75,,,,,,
,CFFI,,,,,-1998,-626,,,-670,-419,,,,,,
,,,,,,,,,,,,,,,,,
,Debt,,,,,-2803,0,,,-1008,-1825,,,,,,
,Buyback,,,,,-2000,0,,,-2000,0,,,,,,
,Dividends,,,,,-87,-103,,,-103,-117,,,,,,
,ESOP,,,,,20,52,,,2,49,,,,,,
,Other,,,,,20,-25,,,-36,-12,,,,,,
,CFFF,,,,,-4850,-76,,,-3145,-1905,,,,,,
,,,,,,,,,,,,,,,,,
,FX,,,,,137,-93,,,-99,-78,,,,,,
,CIC,,,,,-4733,1432,,,-1712,-874,,,,,,
,,,,,,,,,,,,,,,,,
,FCF,,,,,1350,1687,,,1562,1022,,,,,,
