Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,12291538,Small molecule inhibitors of KRAS G12C mutant,,Merck Sharp & Dohme LLC,,,2025-05-06 00:00:00,
,12286503,Brush polymer terminated with phosphonate for DSA,,Merck Patent GmbH,,,2025-04-29 00:00:00,
,12286449,Metal complexes containing cyclopentadienyl ligands,,MERCK PATENT GMBH,,,2025-04-29 00:00:00,
,12281127,"Pyrido[4,3-d]pyrimidine compounds",,Pfizer Inc.,,,2025-04-22 00:00:00,
,12281109,"Inhibitors of histone deacetylase-3 useful for the treatment of cancer, inflammation, neurodegeneration diseases and diabetes",,Merck Sharp & Dohme LLC,,,2025-04-22 00:00:00,
,12280107,Pneumococcal conjugate vaccine formulations,,Merck Sharp & Dohme LLC,,,2025-04-22 00:00:00,
,12279521,Materials for organic electroluminescent devices,,Merck Patent GmbH,,,2025-04-15 00:00:00,
,12276909,"Novolak/DNQ based, chemically amplified photoresist",,Merck Patent GmbH,,,2025-04-15 00:00:00,
,12275800,Anti-coagulation factor XI antibodies,,Merck Sharp & Dohme LLC,,,2025-04-15 00:00:00,"Adimab, LLC"
,12275729,"Substituted tetrahydroquinolin compounds as indoleamine 2,3-dioxygenase (IDO) inhibitors",,Merck Sharp & Dohme LLC,,,2025-04-15 00:00:00,
,12275682,Materials for electronic devices,,Merck Patent GmbH,,,2025-04-15 00:00:00,
,12269896,Antibodies specific for GUCY2c and uses thereof,,Pfizer Inc.,,,2025-04-08 00:00:00,
,12269857,Protein tyrosine-tyrosine analogs and methods of using the same,,Eli Lilly and Company,,,2025-04-08 00:00:00,
,12268669,Pharmaceutical compositions and methods comprising a combination of a benzoxazole transthyretin stabilizer and an additional therapeutic agent,,Pfizer Inc.,,,2025-04-08 00:00:00,
,12264276,Liquid-crystal medium comprising polymerizable compounds,,Merck Patent GmbH,,,2025-04-01 00:00:00,
,12264139,Aryl sulfonamides as BLT1 antagonists,,Merck Sharp & Dohme LLC,,,2025-04-01 00:00:00,
,12264134,"Substituted piperazine amide compounds as indoleamine 2,3-dioxygenase (IDO) inhibitors",,Merck Sharp & Dohme LLC,,,2025-04-01 00:00:00,
,12263171,"7-, 8-, and 10-substituted amino triazolo quinazoline derivatives as adenosine receptor antagonists, pharmaceutical compositions and their use",,Merck Sharp & Dohme LLC,,,2025-04-01 00:00:00,
,12258510,Liquid crystal medium,,Merck Patent GmbH,,,2025-03-25 00:00:00,
,12258509,Optical component,,Merck Patent GmbH,,,2025-03-25 00:00:00,
,12258329,Pyrimidone derivatives as selective cytotoxic agents against HIV infected cells,,Merck Sharp & Dohme LLC,,,2025-03-25 00:00:00,
,12255075,Atomic layer etching method using ligand exchange reaction,,Merck Patent Gmbh,,,2025-03-18 00:00:00,SK hynix Inc.
,12252524,GIP/GLP1 co-agonist compounds,,Eli Lilly and Company,,,2025-03-18 00:00:00,
,12252491,IL-17A inhibitors,,Eli Lilly and Company,,,2025-03-18 00:00:00,
,12251382,Substituted amino-pyrimidine compound for use in a method for treatment and prevention of multiple sclerosis,,Merck Patent GmbH,,,2025-03-18 00:00:00,
,12247022,Combinations for treatment of NASH/NAFLD and related diseases,,Pfizer Inc.,,,2025-03-11 00:00:00,
,12241849,Methods of determining protein or peptide concentration and uses thereof,,Eli Lilly and Company,,,2025-03-04 00:00:00,
,12241077,Adeno-associated virus (AAV) systems for treatment of genetic hearing loss,,Eli Lilly and Company,,,2025-03-04 00:00:00,
,12239816,Drug delivery device cassette,,Eli Lilly and Company,,,2025-03-04 00:00:00,
,12234259,Glycoconjugation process,,Pfizer Inc.,,,2025-02-25 00:00:00,
,12233246,Dose detection system module for a medication delivery device,,Eli Lilly and Company,,,2025-02-25 00:00:00,
,12227564,"Anti-GDF15 antibodies, compositions and methods of use",,Pfizer Inc.,,,2025-02-18 00:00:00,
,12227538,Glucocorticoid receptor agonists,,Eli Lilly and Company,,,2025-02-18 00:00:00,
,12227507,Pharmaceutical compounds,,Pfizer Inc.,,,2025-02-18 00:00:00,
,12226619,Medication delivery device with sensing system,,Eli Lilly and Company,,,2025-02-18 00:00:00,
,12209086,FGFR3 inhibitor compounds,,Eli Lilly and Company,,,2025-01-28 00:00:00,
,12208389,Multiplexed biological assay device with electronic readout,,Pfizer Inc.,,,2025-01-28 00:00:00,
,12202910,Antibodies specific for FLT3 and their uses,,Pfizer Inc.,,,2025-01-21 00:00:00,
,12202836,Bicyclic-fused heteroaryl or aryl compounds,,Pfizer Inc.,,,2025-01-21 00:00:00,
,12201801,Tubing having visual markers for visualization of media therein,,Eli Lilly and Company,,,2025-01-21 00:00:00,
,12198803,Techniques for processing wirelessly broadcast packets from a medical device with dose-related data,,Eli Lilly and Company,,,2025-01-14 00:00:00,
,12187727,Methods for antagonizing a melanocortin 4 receptor,,Pfizer Inc.,,,2025-01-07 00:00:00,
,12180270,Anti-ANGPTL 3/8 complex antibodies and methods of using the same	,,Eli Lilly and Company,,,2024-12-31 00:00:00,
,12178803,CD47 blockade with PARP inhibition for disease treatment,,Pfizer Inc.,,,2024-12-31 00:00:00,
,12171989,Medication delivery device,,Eli Lilly and Company,,,2024-12-24 00:00:00,
,12168698,Tissue factor pathway inhibitor antibodies and uses thereof,,Pfizer Inc.,,,2024-12-17 00:00:00,
,12162905,Carboxy substituted glucocorticoid receptor agonists,,Eli Lilly and Company,,,2024-12-10 00:00:00,
,12156739,Methods and systems for selecting an injection site,,Eli Lilly and Company,,,2024-12-10 00:00:00,
,12152081,Chimeric antigen receptors targeting CD70,,Pfizer Inc.,,,2024-11-26 00:00:00,
,12152072,Methods of treating ulcerative colitis with an anti-IL-23p19 antibody,,Eli Lilly and Company,,,2024-11-26 00:00:00,
,12151088,Dose detection for a medication delivery device,,Eli Lilly and Company,,,2024-11-26 00:00:00,
,12145972,Neuregulin-4 compounds and methods of use,,Eli Lilly and Company,,,2024-11-19 00:00:00,
,12145924,Lysophosphatidic acid receptor 1 (LPAR1) inhibitor compounds,,Eli Lilly and Company,,,2024-11-19 00:00:00,
,12138302,Escherichia coli compositions and methods thereof,,Pfizer Inc.,,,2024-11-12 00:00:00,
,12138254,Chronic nightly dosing of lasmiditan for migraine prevention	,,Eli Lilly and Company,,,2024-11-12 00:00:00,
,12133972,"Systems, devices, and processes for delivery of therapeutic fluids",,Eli Lilly and Company,,,2024-11-05 00:00:00,
,12128040,Selective estrogen receptor degraders,,Eli Lilly and Company,,,2024-10-29 00:00:00,
,12122750,AT.SUB.2.R antagonists and uses thereof,,Eli Lilly and Company,,,2024-10-22 00:00:00,
,12115210,Long acting amylin receptor agonists and uses thereof,,Eli Lilly and Company,,,2024-10-15 00:00:00,
,12102610,Treprostinil salt,,Eli Lilly and Company,,,2024-10-01 00:00:00,
,12083324,Drive ribbon for moving piston within container,,Eli Lilly and Company,,,2024-09-10 00:00:00,
,12071423,"Processes and intermediate for the large-scale preparation of 2,4,6-trifluoro-N-[6-(1-methyl-piperidine-4-carbonyl)-pyridin-2-yl]-benzamide hemisuccinate, and preparation of 2,4,6-trifluoro-N-[6-(1-methyl-piperidine-4-carbonyl)-pyridin-2-yl]-benzamide acetate",,Eli Lilly and Company,,,2024-08-27 00:00:00,
,12059557,Medication delivery device with sensing system,,Eli Lilly and Company,,,2024-08-13 00:00:00,
,12059452,Fusion proteins,,Eli Lilly and Company,,,2024-08-13 00:00:00,
,10124108,Apparatus for extracorporeal blood treatment and a related control method,,,,,,
,10124107,Cleaning of biological fluid,,,,,,
,10124106,Blood purification apparatus,,,,,,
,10124105,Device for the extracorporeal oxygenation of the blood of a patient,,,,,,
,10124104,Dialysate regeneration unit and blood dialyzing apparatus having the same,,,,,,
,10124103,Method for operating an extracorporeal blood treatment apparatus and blood treatment apparatus,,,,,,
,10124102,Endovascular permanent heart assist device,,,,,,
,10124101,Fluid resistant locking electrical connector for ventricular assist devices,,,,,,
,10124100,Ventricular assist device and related methods,,,,,,
,10124099,Physiologically responsive VAD,,,,,,
,10124098,Negative pressure wound closure device and systems and methods of use in treating wounds with negative pressure,,,,,,
,10124097,Reduced-pressure treatment systems with reservoir control,,,,,,
,10124096,Suction device,,,,,,
,10124095,Instillation cartridge for vacuum actuated fluid delivery,,,,,,
,10124094,Adaptive algorithm for thoracic drainage therapy,,,,,,
,10124093,System and method for hybrid control of reduced pressures delivered to a tissue site,,,,,,
,10124092,Air leak detection device and electrically powered suction equipment provided therewith,,,,,,
,10124091,Radioactive monolayer surface coating,,,,,,
,10124090,Embolic devices,,,,,,
,10124089,Method of making biomedical patches with spatially arranged fibers,,,,,,
,10124088,Lubricious medical device elements,,,,,,
,10124087,Detachable coupling for catheter,,,,,,
,10124086,"Composition, molded article, thread, medical kit and medical product with improved degradation profile",,,,,,
,10124085,Antimicrobial and antiviral hygienic products,,,,,,
,10124084,Ready to use biodegradable and biocompatible device and a method of preparation thereof,,,,,,
,10124083,Sanitizer with an ion generator and ion electrode assembly,,,,,,
,10124082,"Fragrance delivery device, system, and method",,,,,,
,10124081,Ultraviolet illuminator,,,,,,
,10124080,Hand disinfection device having a plasma and aerosol generator,,,,,,
,10124079,Imaging of metastatic or recurrent cancer,,,,,,
,10124078,Lipid-based nanoparticles,,,,,,
,10124077,Plectin-1 targeted agents for detection and treatment of pancreatic ductal adenocarcinoma,Biopharma,General Hospital Corporation,,,,
,10124076,Imaging agents and methods of use thereof,,,,,,
,10124075,"Bionanofluid for use as a contrast, imaging, disinfecting and/or therapeutic agent",,,,,,
,10124074,Indirect chromoendoscopy with an oral indigo carmine base preparation,,,,,,
,10124073,Targeting peptides and methods of use,Biopharma,Case Western,,,,
,10124072,In-vivo reactive species imaging,Biopharma,Caliper Life Sciences,,,,
,10124071,ST-246 liquid formulations and methods,Biopharma,Siga,,,,
,10124070,Anti-HER2 antibody-maytansine conjugates and methods of use thereof,Biopharma,Redwood Bioscience,,,,
,10124069,Peptidomimetic compounds and antibody-drug conjugates thereof,Biopharma,Genentech,,,,
,10124068,Hemostatic microspheres,,,,,,
,10124067,CHG-compatible composition and method,,,,,,
,10124066,Stabilized vancomycin formulations,Biopharma,Insmed,,,,
,10124065,Lipids and lipid compositions for the delivery of active agents,Biopharma,Novartis,,,,
,10124064,Antimicrobial compositions of aminoglycosidic antibiotics and zinc ion chelators specifically formulated for enhanced inhibition of bacterial colonization and antibacterial efficacy,,,,,,
,10124063,Stable compositions containing thrombin and methods for preparation and use thereof,,,,,,
,10124062,"Methods of treating, inhibiting and/or preventing an auditory impairment",,,,,,
,10124061,"Anti-TIGIT antibodies, anti-PVRIG antibodies and combinations thereof",Biopharma,Compugen,,,,
,10124060,Compositions and methods to treat aids,,,,,,
,10124059,Dimeric scaffold peptides comprising HIV-1 GP120 and GP41 epitopes,,,,,,
,10124058,Recombinant modified vaccinia virus Ankara (MVA) Respiratory Syncytial Virus (RSV) vaccine,,,,,,
,10124057,Method of quickly producing antibodies against avian influenza and maintain antibody titer of duck,,,,,,
,10124056,Alkylated influenza vaccines,,,,,,
,10124055,Zika virus RNA vaccines,,,,,,
,10124054,Vaccine combination against multiple dengue virus serotypes and preparation and application thereof,,,,,,
,10124053,Vaccines and methods for creating a vaccine for inducing immunity to all dengue virus serotypes,,,,,,
,10124052,DNA vaccine against virus of Yellow Fever,,,,,,
,10124051,Meningococcus serogroup X conjugate,,,,,,
,10124050,"Immunogenic compositions comprising conjugated capsular saccharide antigens, kits comprising the same and uses thereof",,,,,,
,10124049,Acinetobacter baumannii antigens and the uses thereof,,,,,,
,10124048,Adenovirus vectors,,,,,,
,10124047,Method of modifying the immune response,,,,,,
,10124046,HLA-DR-binding antigen peptide derived from WT1,,,,,,
,10124045,Methods and compositions for sustained immunotherapy,,,,,,
,10124044,Use of photolyase for reducing or improving subclinical field cancerization associated with actinic keratosis,,,,,,
,10124043,Mutant OPAA enzymes with increased catalytic efficiency on organophosphorus compound EA1356,,,,,,
,10124042,Methods and products for nucleic acid production and delivery,,,,,,
,10124041,Methods of delivering factor VIII encoding nucleic acid sequences,,,,,,
,10124040,Method for preparing crystalline insulin or insulin analog compositions,Biopharma,Merck,,,,
,10124039,FGF21 derivatives and uses thereof,Biopharma,Novo Nordisk,,,,
,10124038,Modulators of syndecan-2 and uses thereof,Biopharma,,,,,
,10124037,Trefoil family factor proteins and uses thereof,Biopharma,Columbia,,,,
,10124036,Liquid nutritional formula for tyrosinemia patients,,,,,,
,10124035,DISC-1 pathway activators in the control of neurogenesis,Biopharma,MIT,,,,
,10124034,Leukolectins and uses thereof,,,,,,
,10124033,Peptides and methods of use,,,,,,
,10124032,Seven-star tea without excipient and method of preparing the same,,,,,,
,10124031,"Composition for preventing Alzheimer's disease, containing purple bamboo salt, and method for preparing purple bamboo salt",,,,,,
,10124030,Skincare preparations,,,,,,
,10124029,Oral compositions and route of administration for the delivery of a thylakoid extract,,,,,,
,10124028,Oncolytic adenovirus encoding a B7 protein or active fragment,,,,,,
,10124027,Therapeutic bacteriophage compositions,,,,,,
,10124026,Lactic bacteria and their use in the prevention of diarrhea,,,,,,
,10124025,Compositions and methods comprising bacteria for improving behavior in neurodevelopmental disorders,,,,,,
,10124024,Ionizing irradiation sterilization of bacterial minicell-based biopharmaceuticals and methods of use,,,,,,
,10124023,Compositions and methods for immunotherapy,,,,,,
,10124022,"Compositions and methods for enhancing the effectiveness of systemic, HIPEC, IP, and related cancer treatments",,,,,,
,10124021,Intravenous fluid,,,,,,
,10124020,Comestible containing finely ground demulcent,,,,,,
,10124019,Compositions and their use for removing cholesterol,,Cornell,,,,
,10124018,,,,,,,
,10124017,Use of Ginsenoside M1 for preventing or treating gout,,,,,,
,10124016,Immune system stimulating nutrition,,,,,,
,10124015,Surfactant composition,,,,,,
,10124014,Minocycline compounds and methods of use thereof,,,,,,
,10124013,Methods and compositions for treating psoriasis,Biopharma,,,,,
,10124012,Method for treatment of hyperglycemia and hyperlipidemia,Biopharma,,,,,
,10124011,Methods of treating erectile dysfunction,Biopharma,BioMimetix,,,,
,10124010,Cyclic amines,Biopharma,Mind Immune,,,,
,10124009,Bromodomain inhibitors,Biopharma,Tensha,,,,
,10124008,Use of inhibitors of acid sphingomyelinase to treat acquired and inherited retinal degenerations,Biopharma,WARF,,,,
,10124007,Combination of PI3K-inhibitors,Biopharma,Bayer,,,,
,10124006,Use of Sigma-1 receptor agonist compounds,Biopharma,,,,,
,10124005,Multisymptom migraine combination medication,,,,,,
,10124004,"Pyrido[3,4-d]pyrimidine derivative and pharmaceutically acceptable salt thereof",,,,,,
,10124003,Therapeutic agent for FGFR inhibitor-resistant cancer,,,,,,
,10124002,Crystalline forms of tyrosine kinase inhibitors and their salts,,,,,,
,10124001,Stem cell modulation II,,,,,,
,10124000,Modulators of cellular adhesion,,,,,,
,10123999,Processes for preparing quinoline compounds and pharmaceutical compositions containing such compounds,,,,,,
,10123998,"Kinase modulation, and indications therefor",,,,,,
,10123997,Target for treating hepatitis B virus,,,,,,
,10123996,Macrocyclic lactone compounds and methods for their use,,,,,,
,10123995,Factor XIa inhibitors,,MRK,9,,,
,10123994,Heterocyclic derivative having AMPK-activating activity,,Shionogi,8,,,
,10123993,Cyclic ureas as inhibitors of rock,Biopharma,BMY,8,,,
,10123992,CDC7 kinase inhibitors and uses thereof,,Sloan-Kettering,,,,
,10123991,Electrophilically enhanced phenolic compounds for treating inflammatory related diseases and disorders,,,,,,
,10123990,Method for using novel hydroxamic acid derivative and antibacterial substance in combination,,,,,,
,10123989,	Method of lowering cholesterol,,,,,,
,10123988,Compositions including encapsulated isotretinoin and methods for use thereof,,Allergan,,,,
,10123987,Topical pharmaceutical composition of acitretin,,Sun,,,,
,10123986,Method of lowering cholesterol,,,,,,
,10123985,Therapeutic strategies for treating mitochondrial disorders,,"Whitehead, MIT, HHMI",,,,
,10123984,Neprilysin inhibitors,,TBPH,,,,
,10123983,DNA methyltransferases for the treatment and prevention of arthritis,,,,,,
,10123982,Receptor subtype and function selective retinoid and rexinoid compounds in combination with immune modulators for cancer immunotherapy,,,,,,
,10123981,Methods for treatment of pelvic pain and/or comorbid conditions,,,,,,
,10123980,"Compositions, methods and devices for forming implants from injected liquids",,,,,,
,10123979,Methods of treating developmental disorders with biguanides,,,,,,
,10123978,Patch for treating dermatophytosis,,,,,,
,10123977,Gel patch,,,,,,
,10123976,"Dispersion of poloxamer-protein particles, methods of manufacturing and uses thereof",,,,,,
,10123975,Single solid oral dosage forms for treating Helicobacter pylori infection and duodenal ulcer disease,,,,,,
,10123974,Sustained release formulation of a non-steroidal anti-inflammatory drug,,,,,,
,10123973,Liposome composition for cancer treatment,,,,,,
,10123972,Fiber comprising a biodegradable polymer,,,,,,
,10123971,Heterogeneous implantable devices for drug delivery,,,,,,
,10123970,Topical retinoid solutions,,,,,,
,10123969,Osmotic enhancement of drug/therapeutic delivery to the brain following infusion or injection into the cerebrospinal fluid,,,,,,
,10123968,Cosmetic compositions and methods of their use,,,,,,
,10123967,"Cosmetic composition from fish hatching fluid, methods for its production and uses thereof for improving the cosmetic appearance of skin",,,,,,
,10123966,Hair thickening compositions and methods of use,,,,,,
,10123965,"Formulations, methods and devices for periorbital skin rejuvenation",,,,,,
,10123964,Topical composition including a combination of extracts for reducing signs of skin aging,,,,,,
,10123963,Method of treating hair with a concentrated conditioner,,,,,,
,10123962,"Cosmetic or pharmaceutical composition, in particular intended for care or for makeup",,,,,,
,10123961,Personal care compositions with modified guar derivatives,,,,,,
,10123960,Methods for treating of skin conditions with retinoid double conjugate compounds,,,,,,
,10123959,Methods for treating cellulite,,,,,,
,10123958,Antiperspirant cosmetics comprising specific proteins from legumes of the genus Pisum and/or Phaseolus and/or Vigna and/or Macrotyloma or from cruciferous plants of the genus Brassica and including no aluminum and/or zirconium halides and/or hydroxy halides,,,,,,
,10123957,Transparent cosmetic and personal care compositions,,,,,,
,10123956,Oral care compositions,,,,,,
,10123955,Malodour counteracting compositions,,,,,,
,10123954,Methods for treating skin,,,,,,
,10123953,Reduction of tooth staining derived from cationic antimicrobials,,,,,,
,10123952,Personal care compositions,,,,,,
,10123951,Dual phase mouthwash compositions,,,,,,
,10123950,"Sunscreen compositions comprising uniform, rigid, spherical, nanoporous calcium phosphate particles and methods of making and using the same",,,,,,
,10123949,Multicomponent meso thread containing hyaluronic acid and method for producing same (variants),,,,,,
,10123948,Dental composition,,,,,,
,10123947,Dental cement,,,,,,
,10123946,Teat for feeding bottle,,,,,,
,10123945,Feeding bottle apparatus,,,,,,
,10123944,Medical cabinet access belt optimization system,,,,,,
,10123943,Portable device for cutting a capsule,,,,,,
,10123942,Tablet printing apparatus and tablet printing method,,,,,,
,10123941,Fluid valve and fluid connection system,,,,,,
,10123940,Bag assembly and system for use with a fluid,,,,,,
,10123939,"Hermetic closing plug for a sealed sterile vial containing medical or nutritional active substances, suitable for the sterile connection to a container of liquid diluent solution, and sterile connection system using said closing plug",,,,,,
,10123938,Method and assembly for fluid transfer and drug containment in an infusion system,,,,,,
,10123937,Cold/heat-assisted distributed wave vibration therapy,,,,,,
,10123936,Visual remote control and tactile interaction system,,,,,,
,10123935,Automatic billing system for remote Internet services,,,,,,
,10123934,Clitoral stimulator,,,,,,
,10123933,Modular male sexual aid device and method of assembling same,,,,,,
,10123932,Motion assist device and motion assist method,,,,,,
,10123931,Magnetic conveyance system,,,,,,
,10123930,Standing traction device,,,,,,
,10123929,Wrist and forearm exoskeleton,,,,,,
,10123928,Musculoskeletal vibration system providing independent vibration and bias control,,,,,,
,10123927,Knee joint rehabilitation assist device,,,,,,
,10123926,Biodegradable urn planting system,,,,,,
,10123925,Siderail power communication interface,,,,,,
,10123924,System and method for automatically adjusting the height of a patient support,,,,,,
,10123923,Auto leveling low profile patient support apparatus,,,,,,
,10123922,Wheelchair seat assembly,,,,,,
,10123921,Patient support apparatus,,,,,,
,10123920,Absorbent article having asymmetric absorbent core component,,,,,,
,10123919,Absorbent articles with hook and loop fastening system,,,,,,
,10123918,Closure tape with patterned adhesive,,,,,,
,10123917,Disposable diaper,,,,,,
,10123916,Absorbent products having improved packaging efficiency,,,,,,
,10123915,Disposable pull-on diaper,,,,,,
,10123914,Underwear-style absorbent article,,,,,,
,10123913,Pull-on diaper,,,,,,
,10123912,Foldable absorbent apparatus and method of using the same,,,,,,
,10123911,Apparatuses and methods for seaming substrates,,,,,,
,10123910,Apparatuses and methods for seaming substrates,,,,,,
,10123909,Wound dressing,,,,,,
,10123908,Method of preparing a wound care device,,,,,,
,10123907,Mud visor for roll-off film system,,,,,,
,10123906,Femtosescond laser system for the exact manipulation of material and tissues,,,,,,
,10123905,Devices useable for treatment of glaucoma and other surgical procedures,,,,,,
,10123904,Preservative removal from eye drops,,,,,,
,10123903,Ablation devices and methods with ultrasonic imaging,,,,,,
,10123902,System and method for patient temperature control,,,,,,
,10123901,Method and apparatus for vacuum-formed dental appliance,,,,,,
,10123900,"Devices, kits, and methods for the treatment of obstructive sleep apnea",,,,,,
,10123899,Orthopedic device and method of use,,,,,,
,10123898,Device and method for fixation for bone or soft tissue deformity of digits,,,,,,
,10123897,Dynamic cushion heel-ankle-foot orthosis,,,,,,
,10123896,Apparatus and methods of inducing weight loss using blood flow control,,,,,,
,10123895,Single handed deployment handle,,,,,,
,10123894,Method of crimping stent on catheter delivery assembly,,,,,,
,10123893,Prewire channel stent,,,,,,
,10123892,System for loading a collapsible heart valve having a leaflet restraining member,,,,,,
,10123891,Systems and methods for magnetized stent having growth-promoting properties,,,,,,
,10123890,"Preform produced by electrospinning, method for producing the same and use of such a preform",,,,,,
,10123889,Liner for prosthetic and orthopedic systems,,,,,,
,10123888,Methods for bone stabilization,,,,,,
,10123887,Vacuum suction and pressure regulation pneumatic cylinder,,,,,,
,10123886,Clearance enhancer for lower limb prosthesis,,,,,,
,10123885,Biomechanical finger brace assembly,,,,,,
,10123884,Spinal implant system and method,,,,,,
,10123883,Length/offset reproducing device for total hip arthroplasty,,,,,,
,10123882,Spinal implant system and method,,,,,,
,10123881,Electronically controlled artificial intervertebral disc with motor assisted actuation systems,,,,,,
,10123880,Expandable spinal interbody device,,,,,,
,10123879,System and method for non-binding allograft subtalar joint implant,,,,,,
,10123878,Ankle prosthesis,,,,,,
,10123877,Spacer device for treating infections of the shoulder articulation,,,,,,
,10123876,Cohesive bone composition,,,,,,
,10123875,Implanting cardiac devices,,,,,,
,10123874,"Device, system, and method for transcatheter treatment of valvular regurgitation",,,,,,
,10123873,Native valve repair devices and procedures,,,,,,
,10123872,Expandable annuloplasty ring and associated ring holder,,,,,,
,10123871,Implant capsule and implant delivery system,,,,,,
,10123870,Alignment of an implantable medical device,,,,,,
,10123869,Bionic eye lens,,,,,,
,10123868,"Hybrid breast implant, method for making and using same",,,,,,
,10123867,Methods and systems for material fixation,,,,,,
,10123866,Tendon repair implant and method of arthroscopic implantation,,,,,,
,10123865,Vascular filter assembly having low profile sheath,,,,,,
,10123864,Vascular filter and anchoring arrangement thereof,,,,,,
,10123863,Mechanism for applying high radial force in less-elastic medical devices,,,,,,
,10123862,Randomly uniform three dimensional tissue scaffold of absorbable and non-absorbable materials,,,,,,
,10123861,"Bag for packaging diluted animal semen suitable for artificial insemination, in particular of porcine species; and system comprising same",,,,,,
,10123860,Closed system mouthpiece with light and heat generation to activate a formulation to increase its volume,,,,,,
,10123859,Firing furnace and press furnace,,,,,,
,10123858,Palladium based alloys,,,,,,
,10123857,Dental expansion assembly,Dental,,,,,
,10123856,Dental framework and prosthesis,Dental,,,,,
,10123855,Orthodontic devices for movement of impacted or malpositioned teeth,,,,,,
,10123854,Self-ligating orthodontic bracket with positive rotation lock,,,,,,
,10123853,Tabbed dental appliance,,,,,,
,10123852,Filling undercut areas of teeth relative to axes of appliance placement,,,,,,
,10123851,"Dental irrigation, cleaning and debridement system, device and instrument",,,,,,
,10123850,Instrument for drilling dental root canals,,,,,,
,10123849,Bone graft delivery system and method for using same,,,,,,
,10123848,EUS fiducial needle stylet handle assembly,,,,,,
,10123847,Surgical device having multiple receptacles,,,,,,
,10123846,User-interface control using master controller,,,,,,
,10123845,"Robotic devices and systems for performing single incision procedures and natural orifice translumenal endoscopic surgical procedures, and methods of configuring robotic devices and systems",,,,,,
,10123844,Software center and highly configurable robotic systems for surgery and other uses,,,,,,
,10123843,Input device for controlling a catheter,,,,,,
,10123842,Surgical robotic cart immobilizer,,,,,,
,10123841,Method for generating insertion trajectory of surgical needle,,,,,,
,10123840,System and method for medical device placement in bone,,,,,,
,10123839,Systems and processes for pre-operative planning and precise bone removal for femoroacetabular impingement,,,,,,
,10123838,Drapes with circumferential and longitudinal breakaways,,,,,,
,10123837,"Energy-delivery devices with flexible fluid-cooled shaft, inflow / outflow junctions suitable for use with same, and systems including same",,,,,,
,10123836,Methods to prevent stress remodeling of atrial tissue,,,,,,
,10123835,Electrosurgical devices including transverse electrode configurations and methods relating to the same,,,,,,
,10123834,Surgical instrument comprising an improved actuating drive,,,,,,
,10123833,"Energy-harvesting system, apparatus and methods",,,,,,
,10123832,Surgical forceps system,,,,,,
,10123831,Bone compression device and method,,,,,,
,10123830,Hybrid bone plate,,,,,,
,10123829,Reduction instruments and methods,,,,,,
,10123828,Implantable device with pivotable fastener and self-adjusting set screw,,,,,,
,10123827,Distal locking intramedullary nail,,,,,,
,10123826,Instruments for use during spine surgery,,,,,,
,10123825,Sacroiliac screw,,,,,,
,10123824,Coupling devices and methods of using the same,,,,,,
,10123823,System and method for dental implant surgery,,,,,,
