Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
,Operating Income,16.778999999999982,34.77000000000001,0.3610000000000184,26.197000000000003,5.376000000000005,7.342999999999989,-11.435000000000002,7.673000000000002,-4.445999999999998,-18.695999999999998,-57.86999999999999,13.286999999999978,-2.4909999999999997,-3.475999999999999,-26.575000000000003,-27.804000000000002,,,,,,-0.145,-4.061,-4.061,-33.31299999999999,-47.849000000000004,-52.21700000000001,-69.68900000000002,-57.15799999999999,-41.16299999999998,-22.68599999999998,-5.630999999999972,17.81699999999995,56.75299999999993,78.10699999999997,8.95699999999988,-67.72500000000002,-60.346000000000004,,,,,,,,,,,
,Interest Income,-1.929,0.219,7.037,-0.487,4.583,0.193,-1.525,-5.52,10.808,-1.114,-0.733,4.481,10.13,6.468,6.928,25.847,,,,,,-5.973,-5.973,-1.703,-1.703,-3.759,-4.177,0.562,-0.031,-0.468,0.486,-7.238,-24.788,0.0,4.84,-2.2689999999999997,13.441999999999998,49.373000000000005,,,,,,,,,,,
,Pretax Income,14.849999999999982,34.98900000000001,7.398000000000018,25.710000000000004,9.959000000000005,7.535999999999989,-12.960000000000003,2.1530000000000022,6.362000000000002,-19.81,-58.60299999999999,17.76799999999998,7.639000000000001,2.992000000000001,-19.647000000000002,-1.9570000000000007,,,,,,-6.117999999999999,-10.033999999999999,-5.764,-35.01599999999999,-51.608000000000004,-56.39400000000001,-69.12700000000002,-57.188999999999986,-41.630999999999986,-22.199999999999978,-12.868999999999971,-6.97100000000005,56.75299999999993,82.94699999999997,6.68799999999988,-54.28300000000002,-10.972999999999999,,,,,,,,,,,
,Taxes,2.821,2.225,0.747,1.404,4.217,0.06,-0.295,-0.295,4.176,0,0,8.103,9.059,0,0,0,,,,,,0.028,0.047,1.672,-0.2,0.029,0.642,0.186,1.479,1.707,1.802,1.43,2.634,0.0,7.197,3.6869999999999994,12.279,9.059,,,,,,,,,,,
,Net Income,12.028999999999982,32.76400000000001,6.6510000000000185,24.306000000000004,5.742000000000005,7.475999999999989,-12.665000000000003,2.448000000000002,2.1860000000000017,-19.81,-58.60299999999999,9.66499999999998,-1.4199999999999982,2.992000000000001,-19.647000000000002,-1.9570000000000007,,,,,,-6.145999999999999,-10.081,-7.436,-34.81599999999999,-51.63700000000001,-57.036000000000016,-69.31300000000003,-58.667999999999985,-43.33799999999999,-24.001999999999978,-14.298999999999971,-9.60500000000005,56.75299999999993,75.74999999999997,3.0009999999998804,-66.56200000000003,-20.031999999999996,,,,,,,,,,,
,EPS,,,,,,,,,,-0.14901010951979782,-0.507794154600674,0.08128542833594035,-0.013874910839041245,0.02916065650461971,-0.18941796901362284,-0.018724943308487944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shares,134.352,168.282,146.699,166.836,133.27,149.574,148.045,127.518,124.304,132.944,115.407,118.902,102.343,102.604,103.723,104.513,,,,,,7.652,9.789,10.431,8.453,11.183,20.902,83.205,86.818,90.534,100.022,113.251,119.204,125.367,141.262,139.60175,122.88924999999999,103.29575,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue Growth y/y,,,,,0.019488048069846498,-0.01892905007104062,-0.04189203336008651,-0.01096077930466055,-0.07240264235280158,-0.0609487420463124,-0.04179338225920992,-0.08385276300848477,-0.07063395184460641,-0.10776962915566068,-0.1346434046650704,-0.23930910116125048,-0.3036994551190134,,,,,,5.28898238232974,2.11330852531672,0.15508789836290138,0.24018416677324472,0.19800406873728504,0.1927379438520982,-0.011353720385521293,-0.15689195780643916,0.0038411586445747936,0.2588271270965161,0.2798083990482241,0.5680146790419687,0.2047481290875286,-0.012068043773711179,-0.06598278517193323,-0.13848763428475697,,,,,,,,,,,
,Gross Margin,0.6401617114801036,0.6941323471619021,0.6097404938874736,0.7314753671668265,0.7276309803999129,0.7653874004344678,0.7256083865994087,0.7493871623300989,0.738007793135431,0.7407097504552838,0.47055506987469436,0.7563448536334959,0.7333123028391167,0.7216559299282242,0.6821376281112738,0.6811258741258742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Cash,,,,,,,,,0,0,0,0,12.047999999999888,4.47199999999998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,,,,,612.425,605.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AR,,,,,,,,,,,,,24.741,20.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepaids,,,,,,,,,,,,,20.429,30.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OCA,,,,,,,,,,,,,30.01,36.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PP&E,,,,,,,,,,,,,188.43,179.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Goodwill,,,,,,,,,,,,,676.927,202.61700000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ROU,,,,,,,,,,,,,23.521,21.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DTA,,,,,,,,,,,,,140.2,2.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,,,,,,,,,,,,15.961,15.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Assets,,,,,,,,,,,,,1732.644,1114.3300000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,,,,,,,,,20.119,14.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DR,,,,,,,,,,,,,54.056,45.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accrued,,,,,,,,,,,,,73.555,68.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debt,,,,,,,,,,,,,600.3770000000001,600.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lease,,,,,,,,,,,,,16.46,15.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OLTL,,,,,,,,,,,,,4.603,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE,,,,,,,,,,,,,963.474,365.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L+SE,,,,,,,,,,,,,1732.6440000000002,1114.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Model NI,,,,,,,,,,,,,-1.4199999999999982,2.992000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reported NI,,,,,,,,,,,,,-1.42,-616.884,-212.63899999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SBC,,,,,,,,,,,,,29.289,18.046999999999997,21.930999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D&A,,,,,,,,,,,,,19.687,19.706,19.573000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DT,,,,,,,,,,,,,2.877,138.155,0.07100000000000772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lease,,,,,,,,,,,,,1.567,1.574,1.5060000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debt Issuance,,,,,,,,,,,,,0.541,0.5399999999999999,0.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Writeoff,,,,,,,,,,,,,,483.188,194.05100000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Impairment,,,,,,,,,,,,,0.478,1.711,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,,,,,,,,,,,,-0.031,0.113,5.239999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WC,,,,,,,,,,,,,0.33000000000000007,-31.923000000000002,7.227999999999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,,,,,,,,,53.318,14.227000000000018,37.50800000000007,20.151999999999916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,,,,,73.16,62.747000000000014,32.80699999999999,77.48400000000001,53.318,14.227000000000004,37.50800000000007,20.151999999999916,13,,,,,,,,32.754,54.681,63.706,68.475,-0.082,24.938,51.55,75.113,113.403,236.442,273.224,255.736,246.198,,,,,,,,,,,,
,CapEx,,,,,,,,,17.166,16.697999999999997,23.434000000000008,25.754,28.017,17.8,15.841999999999995,13.294000000000008,16.8102,,,,,,,,-2.707,15.148,7.369,5.083,8.253,24.689,31.223,31.223,42.326,81.317,94.18,103.092,83.052,,,,,,,,,,,,
,FCF,,,,,,,,,55.994,46.04900000000002,9.37299999999998,51.730000000000004,25.301,-3.572999999999997,21.66600000000007,6.857999999999908,-3.8101999999999983,,,,,,,,35.461,39.533,56.337,63.391999999999996,-8.335,0.24899999999999878,20.326999999999998,43.89,71.077,155.125,179.04399999999998,152.644,163.14600000000002,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CapEx,,,,,,,,,,,,,-28.017,-17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Investments,,,,,,,,,,,,,-12.797000000000004,-5.481999999999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFI,,,,,,,,,,,,,-40.81400000000001,-23.281999999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESOP Issuance,,,,,,,,,,,,,0,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESOP Taxes,,,,,,,,,,,,,-4.294,-3.5310000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFF,,,,,,,,,,,,,-4.294,-1.3410000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FX,,,,,,,,,,,,,-0.226,-0.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CIC,,,,,,,,,,,,,7.983999999999995,-10.700999999999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Employees,,,,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
