Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112
,Net Income,,,,,-658,-291,143,91,16,104,300,270,337,1165,1669,2321,3318,2348,3331,3468.7999999999984,2513,2703,1853,2176,1129,2100,2222,2135,503,870,1655,,,,,,,,,,,,,,,,,9245.0,7586.0,13435.39142062377,22810.90588074678,30755.079544055276,44185.59271971991,59433.599123931264,75500.19347970843,87170.15370723626,100260.80230848589,114926.96270033308,131339.3068861206,149685.91519978162,148189.05604778382,146707.165487306,145240.09383243293,143787.6928941086,142349.8159651675,140926.31780551584,139517.0546274607,138121.8840811861,136740.66524037422,135373.2585879705,134019.52600209077,132679.33074206987,131352.53743464916,130039.01206030266,128738.62193969963,127451.23572030263,126176.7233630996,124914.95612946861,123665.80656817392,122429.14850249219,121204.85701746726,119992.80844729258,118792.88036281966,117604.95155919147,116428.90204359955,115264.61302316355,114111.96689293192,112970.8472240026,111841.13875176257,110722.72736424494,109615.5000906025,108519.34508969646,107434.15163879949,106359.8101224115,105296.21202118738,104243.24990097551,103200.81740196576,102168.8092279461,101147.12113566663,100135.64992430997,99134.29342506686,98142.95049081619,97161.52098590804,96189.90577604895,95228.00671828847,94275.72665110558,93332.96938459451,92399.63969074858,91475.64329384109,90560.88686090267,89655.27799229365
,EPS,,,,,-0.7606936416184971,-0.3288135593220339,0.15509761388286333,0.09891304347826087,0.017112299465240642,0.10048309178743961,0.27149321266968324,0.2402135231316726,0.2974404236540159,1.0411081322609472,1.4861976847729297,2.044933920704846,2.867761452031115,2.032900432900433,0.9604959630911188,0.9993661768942663,0.7246251441753172,0.7771707878090857,0.5304895505296306,0.6231386025200458,0.324052812858783,0.6032749209997127,0.6354017729482413,0.6070514643161785,0.14285714285714285,0.24722932651321397,0.46937039137833236,,,,,,,,,,,,,,,,,2.6545115210681214,2.1706845983260603,3.8444499379422763,6.527192468916741,8.800366133215617,12.643420193066717,17.006538128315693,21.603889685874076,24.943172961509767,28.68897698218353,32.88560346243167,37.58188908680753,42.831651820525536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shares,,,,,865,885,922,920,935,1035,1105,1124,1133,1119,1123,1135,1157,1155,3468,3471,3468,3478,3493,3492,3484,3481,3497,3517,3521,3519,3526,,,,,,,,,,,,,,,,,3482.75,3494.75,3494.75,3494.75,3494.75,3494.75,3494.75,3494.75,3494.75,3494.75,3494.75,3494.75,3494.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,,,,,0.3179916317991631,-0.04944881889763775,0.3915595748056482,0.4550379198266523,0.7358395989974937,0.9811133200795228,0.5684642572112644,0.6491995532390171,0.805371065550101,0.4161230975079444,0.559496983353929,0.3999999999999999,0.24381531243335464,0.47200897602456604,0.08837512818122484,0.01452839163770947,-0.0869304299369883,0.022987122397400306,0.07845824411134905,0.021456669448086885,-0.09229613633162759,-0.1178039215686274,0.11567786514176803,,,,,,,,0.5884590781407066,0.26503272306147285,0.7301257406961152,0.6797898953905441,0.8251315977351676,0.1452259018432649,0.28309870615998056,0.7067161339421613,0.5225944298905674,0.18086993871917945,0.014814637967201616,-0.0026680990591435583,0.2993109078027272,0.24561861608733349,0.24465742473773022,0.191737839235242,0.13910906172436666,0.08173373845381637,0.08166204746883765,0.08159514866113216,0.08153275138627003,0.08147458436312571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Deliveries y/y,,,,,,,,,0.4042749012202669,-0.04935190234489706,0.4333340193031918,0.6108657834872206,1.088229976496113,1.2200772200772199,0.7322325915290739,0.7090325081685773,0.6777489177489178,0.26556521739130434,0.4249067550766681,0.3132793259883344,0.36390171844359576,0.8301890496476176,0.2653317046214698,0.19549297025745282,-0.08528524977830332,-0.04759085253357365,0.06397063386805013,0.022833519433155702,-0.12959592564825106,-0.13477461730441753,0.07390308712653115,,,,,,,,,,,,,,0.3572905106947799,0.8755911634095901,0.403761953095785,0.3765495478558831,-0.010701760109168457,0.288532527472773,0.25,0.19999999999999996,0.19999999999999996,0.1499999999999999,0.10000000000000009,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Production y/y,,,,,,,,,0.33101713811610356,-0.05486628067273225,0.5083562997244033,0.7137504647681878,0.7564477170017141,1.5090067094515751,0.6397515099699385,0.7014080119272128,0.6935254910224136,0.25268262434539124,0.5386358762609167,0.43768310227569973,0.443346092263766,0.8551318740815221,0.17644422460462983,0.12573999149421988,-0.01687129090216144,-0.14356681259120285,0.09131032688483764,-0.0718076563317569,-0.16326888508921922,-0.0014288113603890817,-0.04756532622670262,,,,,,,,,,,,,,0.39565262627590125,0.8252981439448186,0.47203204567389845,0.3478170078949425,-0.0392971773876819,0.30000000000000004,0.25,0.19999999999999996,0.19999999999999996,0.1499999999999999,0.10000000000000009,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Auto Product y/y,,,,,,,,,0.39441436306640076,-0.049729102167182626,0.43141075604053003,0.4053394107113788,0.6732066217044759,0.9385053960496843,0.5509120609855704,0.7404146878257847,0.8949554171247098,0.43592436974789917,0.561046256473273,0.3999999999999999,0.21683640582699493,0.49370885149963417,0.04481304470059033,-0.0192536249108628,-0.12808560228837795,-0.09251187619374113,0.013400064578624526,-0.09554047503635488,-0.21476306196840822,-0.14803022126281706,0.08114279645265787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Auto GM,,,,,0.1860929039612425,0.17685758513931887,0.21784879189399844,0.2161810190460687,0.2440220723482526,0.24373854612095297,0.27021508303838826,0.19819298042395458,0.21131061438866497,0.25220588235294117,0.28464846835776353,0.288585690515807,0.29650638133298957,0.25727871250914414,0.2634804610626933,0.2663180413596387,0.1830702404915775,0.17522895342573094,0.1574642126789366,0.16616577799321378,0.15571081409477522,0.13858607663248787,0.16398491848547608,0.12814191542955142,0.1132688588007737,0.14062203078482297,0.14706026818606022,,,,,,,,,,,,,,0.0,0.3884192634560906,0.2706458443620963,0.1705282196945573,0.1463852097130243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Margin,,,,,0.1246421493063202,0.14503937007874015,0.18895763921941933,0.18838028169014084,0.20618212197159566,0.20990722332670642,0.2352069319347851,0.1922933730454207,0.21320627586870727,0.2411774544238167,0.26604637639020134,0.27354816863254133,0.291106845809341,0.24997047360340144,0.25086231005873033,0.25257794296679104,0.19336448197522396,0.18185100493440848,0.17892933618843684,0.17634203520483172,0.1735129806112389,0.17952941176470588,0.19843539035819235,0.16256272610572994,0.1630721489526765,0.17238620199146515,0.1798896600818651,,,,,,,,,,,,,,0.0,0.0,0.25,0.18248891736331416,0.1776865290008544,0.23216119570238383,0.2579631335144889,0.25431009556405426,0.27102711464213647,0.28685129119058844,0.30196304430560833,0.3021678938765402,0.3023098918268608,0.3023932607704736,0.30242195655828835,0.30239968761197145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maturity,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Model NI,,,,,,,,,,,300,270,337,1165,1669,2321,3318,2348,3331,3468.7999999999984,2513,2703,1853,2176,1129,2100,2222,2135,503,870,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Discount,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reported NI,,,,,,,,,,,,296,464,1178,1659,2343,3280,2269,3331,3707,2539,2614,1878,7943,1405,1416,2189,2143,420,1190,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,1196242.2410756461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D&A,,,,,,,,,,,,618,621,681,761,848,880,922,956,989,1046,1154,1235,1232,1246,1278,1348,1496,1447,1433,1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROIC,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SBC,,,,,,,,,,,,633,614,474,475,558,418,361,362,419,418,445,465,484,524,439,457,579,573,635,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Share,339.2632561190148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inventory,,,,,,,,,,,,,,,,,33,,85,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FX/Other,,,,,,,,,,,,230,-46,115,253,-19,-30,145,-114,354,40,-195,32,-5771,63,241,694,-87,145,239,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Non-Cash Interest,,,,,,,,,,,,,,,,,16,,143,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Digital Assets,,,,,,,,,,,,,,,,,,,106,,,,,,-335,100,-7,-347,125,-284,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WC,,,,,,,,,,,,1242,-12,-324,-1,855,-602,-1346,231,-2191,-1530,-953,-302,482,-2661,138,1574,1030,-554,-673,2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,,,,,,,,3019,1641,2124,3147,4585,3995,2351,5100,3278,2513,3065,3308,4370,242,3612,6255,4814,2156,2540,6238,,,,,,,,,,,,,,,11497.0,14724.0,13256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CapEx,,,,,,,,,,,,1151,1348,1505,1819,1810,1767,1730,1803,1858,2072,2060,2460,2306,-2777,-2272,-3513,-2780,-1492,-2394,-2248,,,,,,,,,,,,,,,6482.0,7158.0,8898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Investments,,,,,,,,,,,,,,,,,,,,,,,,,-2307,-1253,638,-4823,-159,-550,-2107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFI,,,,,,,,,,,,,,,,,,,,,,,,,-5084,-3525,-2875,-7603,-1651,-2944,-4355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debt,,,,,,,,,,,,,,,,,,,,,,,,,-140,2598,-75,-108,-50,-23,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Financing,,,,,,,,,,,,,,,,,,,,,,,,,216,-212,-107,677,-674,-400,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NCI,,,,,,,,,,,,,,,,,,,,,,,,,-131,-43,-26,-37,-22,-14,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,,,,,,,,,,,,,,,,,,,,,,,,251,197,340,453,414,215,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFF,,,,,,,,,,,,,,,,,,,,,,,,,196,2540,132,985,-332,-222,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FCF,,,,,,,,,,,,,,,,,,,,,,,,,-2535,1340,2742,2034,664,146,3990,,,,,,,,,,,,,,,5015.0,7566.0,4358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TTM FCF,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,-2535,-1195,1547,3581,6780,5586,6834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Cash,,,,,,,,,,,,,,,,,,,,,19726,25105,26958,23864,21503,22975,25952,28350,29467,29562,33945,,,,,,,,,,,,,,,,,23864.0,31450.0,44885.39142062377,67696.29730137055,98451.37684542582,142636.96956514573,202070.568689077,277570.76216878544,364740.9158760217,465001.7181845076,579928.6808848407,711267.9877709612,860953.9029707429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,,,,,,,,,17707,18915,21107,,22402,25105,26958,29094,26863,30720,33648,36563,36996,36782,41647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AR,,,,,,,,,,,,,,,,,1913,2081,2192,,2993,,,3508,3887,3737,3313,4418,3782,3838,4703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inventory,,,,,,,,,,,,,,,,,5757,8108,10327,,14375,,,13626,16033,14195,14530,12017,13706,14570,12276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepaids,,,,,,,,,,,,,,,,,1723,2118,2364,,3227,,,3388,3752,4325,4888,5362,4905,5943,6027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Lease,,,,,,,,,,,,,,,,,4511,4782,4824,,5473,,,5989,5736,5541,5380,5581,5477,5230,5019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Energy Systems,,,,,,,,,,,,,,,,,5765,5624,5562,,5427,,,5229,5162,5102,5040,4924,4855,4788,4673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PP&E,,,,,,,,,,,,,,,,,18884,21093,21926,,24969,,,29725,31436,32902,36116,35836,37088,38574,39407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Lease ROU,,,,,,,,,,,,,,,,,2016,2185,2251,,2800,,,4180,4367,4563,4867,5160,5330,5633,5783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Digital Assets,,,,,,,,,,,,,,,,,1260,218,218,,184,,,184,822,722,729,1076,951,1235,1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Goodwill,,,,,,,,,,,,,,,,,457,437,419,,399,,,431,421,413,411,394,392,396,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ONCA,,,,,,,,,,,,,,,,,2138,2952,3236,,4584,,,11264,11244,11031,11355,10739,11629,11578,12497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Assets,,,,,,,,,,,,,,,,,62131,68513,74426,0,86833,25105,26958,106618,109723,113251,120277,122070,125111,128567,133735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,,,,,,,,,,,,,10025,11212,13897,,15904,,,14431,14725,13056,14654,12474,13471,13212,12819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AL,,,,,,,,,,,,,,,,,5719,6037,6246,,7321,,,9080,9243,9616,10601,10723,10802,11519,12791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DR,,,,,,,,,,,,,,,,,3499,4068,4193,,4661,,,6115,6238,6150,6381,6485,6853,7001,7502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Customer Deposits,,,,,,,,,,,,,,,,,925,1182,1083,,1057,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debt,,,,,,,,,,,,,,,,,6834,4430,3553,,2676,,,5230,5360,7745,7696,8213,7529,7220,7702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OLTL,,,,,,,,,,,,,,,,,3546,3926,4330,,5979,,,8153,8480,9002,9810,10495,11038,11543,12205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE,,,,,,,,,,,,,,,,,31583,37658,41124,,49235,,,63609,65677,67682,71135,73680,75418,78072,80716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L+SE,,,,,,,,,,,,,,,,,62131,68513,74426,0,86833,,,106618,109723,113251,120277,122070,125111,128567,133735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FSD DR,,,,,,,,,,,,,,,,,,,,,,,,3540,,3660,,,,,,,,,,,,,,,,,,,,,2913.0,3536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FSD DR Additions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178.0,1201.0,1717.65696,2951.0091519999996,4610.9518,6639.770592,9295.6788288,12217.177889280001,15118.757637984,16315.659284324402,17594.454201203884,18960.339461560503,20418.827112449773,21975.762679774063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FSD DR RevRec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.0,595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Estimated FSD users added,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.125,214.70712,368.87614399999995,576.368975,829.971324,1161.9598536,1527.1472361600001,1889.844704748,2039.4574105405502,2199.3067751504855,2370.042432695063,2552.3533890562217,2746.970334971758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FSD DR y/y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21386886371438374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FSD penetration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08300706465455515,0.12,0.16,0.2,0.24,0.28,0.32,0.36,0.37,0.38,0.39,0.4,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
