Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
,  Gynecare,,,2.0,16.0,29.0,50.0,80.0,121.4,170.94,224.36700000000002,294.00261,357.9580125,427.54533525,502.24154309999994,590.1469350479999,,,,,0.8125,0.7241379310344828,0.6,0.5175000000000001,0.4080724876441515,0.3125482625482627,0.31036475952345927,0.21753345148874695,0.19440079651799944,0.1747094441021619,0.17502612668282874
,    U.S.,,,2.0,12.0,17.0,33.0,56.0,89.0,117.48,146.85,190.905,229.08599999999998,270.32147999999995,313.5729167999999,363.7445834879999,,,,,0.4166666666666667,0.9411764705882353,0.696969696969697,0.5892857142857143,0.32,0.25,0.3,0.2,0.18,0.16,0.16
,    International,,,,4.0,12.0,17.0,24.0,32.400000000000006,53.46000000000001,77.51700000000001,103.09761000000002,128.8720125,157.22385525,188.6686263,226.40235156,,,,,1.0,0.25,0.4117647058823529,0.35,0.65,0.45,0.33,0.25,0.22,0.2,0.2
,  Wound Sealants,,,,20.2,37.8,63.0,117.75,163.425,218.58,270.8424,357.19164,437.41339200000004,516.639708,610.47283284,721.6483601339999,,,,,,0.6666666666666667,0.8690476190476191,0.3878980891719746,0.3374942634235888,0.2390996431512489,0.31881729005502835,0.22459022837152637,0.18112457791415768,0.1816219763735233,0.18211379985051365
,    U.S.,,,,16.2,26.8,40.0,66.0,85.8,94.38000000000001,101.93040000000002,137.60604000000004,165.12724800000004,189.89633520000004,218.38078548000001,251.13790330199998,,,,,0.6543209876543211,0.4925373134328358,0.65,0.3,0.1,0.08,0.35,0.2,0.15,0.15,0.15
,    International,,,,4.0,11.0,23.0,51.75,77.625,124.2,168.91199999999998,219.58559999999997,272.286144,326.7433728,392.09204736,470.51045683199993,,,,,1.75,1.0909090909090908,1.25,0.5,0.6,0.36,0.3,0.24,0.2,0.2,0.2
,  Wound Management,,,,,,101.0,355.0,374.0,379.86400000000003,361.13336000000004,401.094196,421.48563884000004,442.99707664360005,465.694612816844,489.64848615454287,,,,,,,2.514851485148515,0.05352112676056338,0.015679144385026825,-0.04930880525661814,0.11065395896961712,0.050839536057510105,0.05103717854492775,0.051236311411383406,0.05143687016864807
,    U.S.,,,,,,27.0,195.0,202.8,171.0,128.25,144.92249999999999,155.067075,165.92177025,177.53629416750002,189.96383475922502,,,,,,,,0.04,-0.1568047337278107,-0.25,0.13,0.07,0.07,0.07,0.07
,    International,,,,,,74.0,160.0,171.20000000000002,208.864,232.88336,256.17169600000005,266.41856384000005,277.07530639360004,288.15831864934404,299.6846513953178,,,,,,,,0.07,0.22,0.115,0.1,0.04,0.04,0.04,0.04
,  Total Ethicon,1480,1555.0,1564.1699999999998,1621.5391999999997,1711.8631504999996,1832.0,2224.75,2385.825,2639.324,2838.95896,3137.1676559999996,3368.4218181999995,3600.3065779748795,3850.518877937422,4134.160498496535,,0.05067567567567568,0.00589710610932466,0.03667708752884908,0.05570260065251579,0.07017900319012703,0.21438318777292575,0.07240139341499037,0.10625213500571093,0.07563867111427011,0.10504156636346716,0.07371431417052704,0.06884077241216582,0.06949749821118939,0.07366322034786367
,    U.S.,590,605.0,609.42,656.8797,710.2004819999999,751.0,985.0,1060.6,1052.2,1032.9836,1178.58323,1275.5845037,1366.969849764,1465.13686604778,1575.6061285415105,,0.025423728813559324,0.0073057851239668745,0.07787683371074136,0.08117282662259147,0.05744788835555895,0.31158455392809586,0.0767512690355329,-0.007920045257401342,-0.018263067857821728,0.14095057269060218,0.08230328688793574,0.07164193810674625,0.07181359288994411,0.0753985958948139
,    International,890,950.0,954.7499999999999,964.6594999999999,1001.6626684999998,1081.0,1239.75,1325.2250000000001,1587.124,1805.97536,1958.584426,2092.8373144999996,2233.3367282108798,2385.382011889642,2558.554369955025,,0.06741573033707865,0.00499999999999988,0.010379156847342216,0.03835878721973909,0.0792056387793794,0.14685476410730805,0.06894535188546089,0.19762606349865106,0.1378917841328087,0.08450229686411669,0.06854587768482527,0.06713346170648095,0.06807987427877267,0.07259732705379125
