Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61
,Operating Income,,,,,,,,,1347,1543,930,890,668,665,874,971,645,868,1295,1630,1378,441,1832,2453.9,1903.6,1972.7000000000007,2855.603800000001,4303.727199999999,,,,,,,,,,,,,,151.0,451.0,571.0,1369.0,3636.0,4710.0,3178.0,4438.0,7864.52,11284.674500000001,17154.738190000004,25982.60636900001,36582.3106609,51442.56284398999,71200.5156691395,74760.54145259647,78498.56852522629,82423.49695148761,86544.671799062
,Interest,,,,,,,,,-55,-29,18,,18,18,33,22,28,30,13,18,19,60,-37,-37,-37,-37,-37,-37,,,,,,,,,,,,,,-121.0,-121.0,-259.0,-94.0,21.0,-80.0,91.0,89.0,,,,,,,,,,,
,Pretax,,,,,,,,,1292,1514,948,890,686,683,907,993,673,898,1308,1648,1397,501,1795,2416.9,1866.6,1935.7000000000007,2818.603800000001,4266.727199999999,,,,,,,,,,,,,,30.0,330.0,312.0,1275.0,3657.0,4630.0,3269.0,4527.0,7864.52,11284.674500000001,17154.738190000004,25982.60636900001,36582.3106609,51442.56284398999,71200.5156691395,74760.54145259647,78498.56852522629,82423.49695148761,86544.671799062
,Taxes,,,,,,,,,113,54,13,,13,-23,-39,395,52,41,-27,419,123,0,153,241.69000000000003,186.66,193.57000000000008,281.8603800000001,426.67271999999997,,,,,,,,,,,,,,11.0,11.0,0.0,0.0,513.0,0.0,346.0,485.0,1179.678,1692.7011750000001,2573.2107285000006,3897.390955350001,5487.346599135,7716.384426598498,10680.077350370924,11214.08121788947,11774.785278783944,12363.524542723142,12981.700769859299
,Net Income,,,,,,,,,1179,1460,935,890,673,706,946,598,621,857,1335,1229,1274,501,1642,2175.21,1679.9399999999998,1742.1300000000006,2536.7434200000007,3840.0544799999993,,,,,,,,,,,,,,19.0,319.0,312.0,1275.0,3144.0,4630.0,2923.0,4042.0,6684.842000000001,9591.973325,14581.527461500003,22085.215413650007,31094.964061765,43726.17841739149,60520.438318768574,63546.460234707,66723.78324644236,70059.97240876447,73562.9710292027
,EPS,,,,,,,,,0.8361702127659575,0.8946078431372549,0.5803848541278709,0.5665181413112667,0.41775294847920547,0.4339274738783036,0.5807243707796194,0.368,0.3788895668090299,0.5235186316432499,0.8160146699266504,0.7521419828641371,0.7835178351783518,0.30736196319018405,1.000609384521633,1.3255393053016453,1.0237294332723947,1.0616270566727608,1.5458521755027426,2.340069762340036,,,,,,,,,,,,,,0.01995798319327731,0.299812030075188,0.2785714285714286,1.056338028169014,2.5581773799837264,2.9471674092934435,1.7987692307692307,2.4699052856706385,4.084840818820654,5.861273036969142,8.910190932783381,13.495395914237706,19.000894629859456,26.719326866722575,36.98163050337218,38.83071202854079,40.77224762996783,42.810860011466225,44.951403012039535
,Shares,,,,,,,,,1410,1632,1611,1571,1611,1627,1629,1625,1639,1637,1636,1634,1626,1630,1641,1641,1641,1641,1641,1641,,,,,,,,,,,,,,952.0,1064.0,1120.0,1207.0,1229.0,1571.0,1625.0,1636.5,1636.5,1636.5,1636.5,1636.5,1636.5,1636.5,1636.5,1636.5,1636.5,1636.5,1636.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,,,,,,,,,-0.09070834041107523,-0.1818320610687023,0.04222821203953275,0.10162529023039824,0.022417336073230043,0.08882254151894009,0.17568965517241386,0.24156939040207526,0.3590352640233876,0.31705227077977716,0.355917289925209,0.2594672238182294,0.18983597741328317,0.240078074170462,0.27871187540558084,0.4080539139450492,,,,,,,,,,,0.03906397433478004,-0.27515437704322554,0.07040841894262084,0.24742509363295873,0.21504972790392185,0.03953667953667961,0.450453127321349,0.6832940694458671,0.4361080686381891,-0.039023770179229644,0.13690476190476186,0.3191390343222804,0.24609425530663853,0.3110766043838986,0.34149230145452214,0.30251986451339863,0.3176763810237011,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044
,Gross Margin,,,,,,,,,0.5102768812638016,0.5244274809160305,0.49703504043126684,0.5083050544740132,0.4976648608257052,0.4954282515394663,0.5098275862068965,0.5068093385214008,0.5097752603690846,0.5314481576692374,0.5355623991787652,0.5398276312353095,0.5367034148964775,0.4327911515940143,0.54510058403634,0.54,0.54,0.54,0.54,0.54,,,,,,,,,,,,,,0.3495965471945956,0.3779150579150579,0.4260882484029119,0.44525248386766364,0.4824753559693319,0.5106139570357189,0.5027336860670194,0.5304246655031996,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Cash,,,,,,,,,,,,,,,,,,,4681,3560,,2649,4023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,,,,,,,,,,,4681,5281,,5867,7243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AR,,,,,,,,,,,,,,,,,,,7241,6192,,5115,6201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inventories,,,,,,,,,,,,,,,,,,,5374,5734,,6677,7313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Held for Sale,,,,,,,,,,,,,,,,,,,,,,4326,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Related Parties,,,,,,,,,,,,,,,,,,,29,113,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepaids,,,,,,,,,,,,,,,,,,,1547,1878,,2534,2253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PP&E,,,,,,,,,,,,,,,,,,,1669,1802,,2128,2205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lease,,,,,,,,,,,,,,,,,,,647,623,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Goodwill,,,,,,,,,,,,,,,,,,,44411,43769,,42895,42333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DTA,,,,,,,,,,,,,,,,,,,1183,688,,860,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ONCA,,,,,,,,,,,,,,,,,,,2854,3146,,4418,4720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Assets,,,,,,,,,,,,,,,,,,,69636,69226,,74820,76891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,,,,,,,,,,,,,,,,1990,,3080,3483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Related,,,,,,,,,,,,,,,,,,,,476,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AL,,,,,,,,,,,,,,,,,,,,4260,,4479,5112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Held for Sale,,,,,,,,,,,,,,,,,,,,,,1968,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OCL,,,,,,,,,,,,,,,,,,,,555,,316,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debt,,,,,,,,,,,,,,,,,,,,1721,,3218,3220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Leases,,,,,,,,,,,,,,,,,,,,491,,668,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DT,,,,,,,,,,,,,,,,,,,,349,,341,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OLTL,,,,,,,,,,,,,,,,,,,,1816,,1085,1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE,,,,,,,,,,,,,,,,,,,,57568,,59665,60790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L+SE,,,,,,,,,,,,,,,,,,,,69226,,74820,76891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,,,,,,,,,,,,,,,628,,,,2159,,,,,,,,,,,,,,,,,,,,34.0,493.0,1071.0,3521.0,3565.0,1667.0,3041.0,,,,,,,,,,,
,CX,,,,,,,,,,,,,,,,,,,132,,,,258,,,,,,,,,,,,,,,,,,,,163.0,149.0,294.0,301.0,450.0,546.0,636.0,,,,,,,,,,,
,FCF,,,,,,,,,,,,,,,,,,,496,,,,1901,,,,,,,,,,,,,,,,,,,,-129.0,344.0,777.0,3220.0,3115.0,1121.0,2405.0,,,,,,,,,,,
