Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
,Gross Profit,0,210.82000000000005,239.969,272.15200000000004,270.83099999999996,318.454,325.88,343.361,327.86400000000003,349.856,394.044,383.32,402.56,421.8,441.04,460.28,,,614.29,934.7359999999999,1258.5259999999998,1455.084,1725.68,2098.8,2518.56
,S&M,,181.598,177.419,189.916,182.733,195.934,192.977,211.116,219.444,221.539,217.954,221.67180000000002,230.4162,232.61595,228.85170000000002,232.75539000000003,,,471.89,699.201,782.76,880.6088,924.6392400000001,970.8712020000002,1019.4147621000002
,R&D,,108.037,106.392,110.891,116.817,125.42,128.15,145.553,146.06,148.967,151.41,152.83065,153.363,156.41535000000002,158.9805,160.4721825,,,308.82,421.692,515.94,599.26765,629.2310325000001,660.6925841250002,693.7272133312503
,G&A,,40.591,39.081,44.294,39.828,46.103,49.969,57.658,60.546,50.79,52.556,60.5409,63.5733,53.3295,55.1838,63.567945,,,122.944,160.498,193.558,224.4329,235.654545,247.43727225000004,259.80913586250006
,Operating Expenses,0,330.226,322.89200000000005,345.101,339.37800000000004,367.457,371.096,414.327,426.05,421.296,421.92,435.04335000000003,447.3525,442.3608,443.0160000000001,456.7955175000001,,,903.654,1281.391,1492.258,1704.30935,1789.5248175000004,1879.0010583750002,1972.9511112937507
,Operating Income,0,-119.40599999999995,-82.92300000000006,-72.94899999999996,-68.54700000000008,-49.002999999999986,-45.21600000000001,-70.96600000000001,-98.18599999999998,-71.44,-27.876000000000033,-51.72335000000004,-44.79250000000002,-20.560799999999972,-1.976000000000056,3.484482499999899,,,-289.36400000000003,-346.6550000000002,-233.7320000000002,-249.22534999999993,-63.84481750000032,219.798941625,545.6088887062492
,Interest Income,,-0.973,3.1170000000000004,11.465,16.787999999999997,14.994,19.554000000000002,18.88,20.174000000000003,20.808,20.767,20.767,20.767,20.767,20.767,20.767,,,-13.525,13.401,70.216,82.51599999999999,83.068,83.068,83.068
,Pretax Income,0,-120.37899999999995,-79.80600000000005,-61.48399999999995,-51.759000000000086,-34.008999999999986,-25.662000000000006,-52.08600000000001,-78.01199999999997,-50.632,-7.109000000000034,-30.95635000000004,-24.02550000000002,0.20620000000002747,18.790999999999944,24.2514824999999,,,-302.889,-333.2540000000002,-163.5160000000002,-166.70934999999994,19.22318249999968,302.866941625,628.6768887062492
,Taxes,,3.049,5.035,2.914,2.487,3.588,3.635,3.374,2.581,3.897,2.667,0,0,0,0,0,,,3.977,12.144,13.084000000000001,9.145,0,30.286694162499998,125.73537774124985
,Net Income,0,-123.42799999999995,-84.84100000000005,-64.39799999999995,-54.24600000000009,-37.59699999999999,-29.297000000000004,-55.460000000000015,-80.59299999999998,-54.528999999999996,-9.776000000000034,-30.95635000000004,-24.02550000000002,0.20620000000002747,18.790999999999944,24.2514824999999,,,-306.866,-345.3980000000002,-176.6000000000002,-175.85434999999995,19.22318249999968,272.5802474625,502.94151096499934
,EPS,,-1.8062335280774275,-1.2310638914773968,-0.9262535714009343,-0.7729828046451198,-0.5304757447630704,-0.40940456377438567,-0.7665583726737007,-1.1041628211130594,-0.7414530737056896,-0.13207135479176765,-0.41821267224919473,-0.3245785939596568,0.0027857112682146096,0.253861786813839,0.3276315619357426,,,-4.752967611558267,-5.032882441866122,-2.478935809701309,-2.387907960367845,0.25970046605813707,3.682492079771638,6.794616073462142
,Shares,,68.334464,68.916813,69.525238,70.177499,70.874117,71.560023,72.34935,72.990141,73.543427,74.020593,74.020593,74.020593,74.020593,74.020593,74.020593,,,64.563032,68.628267,71.24024725,73.64368850000001,74.020593,74.020593,74.020593
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue Growth,,,,,,0.391888252450143,0.29769409000032976,0.2676080506598175,0.2234196806777453,0.1281716695257804,0.22275013974287305,0.13099942795009634,0.20738368389629813,0.19219675847976103,0.1258559622195985,0.20077220077220082,,,,0.4695198573557249,0.31071539827419703,0.17411294400333688,0.18013506777426613,0.19999999999999996,0.19999999999999996
,Gross Margin,,0.6924117817073492,0.7192862559611056,0.7532326631830663,0.7353942652329749,0.7514411584955792,0.752717479177157,0.7496932327806428,0.7276794928988528,0.7317494546222724,0.7443570247933884,0.74,0.74,0.74,0.74,0.74,,,0.703024324144924,0.7279648609077598,0.747782397144166,0.7363617731377575,0.74,0.75,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Cash,,,,,,,,,,,1177.372,,,,,,,,,,,,,,
,Cash,,,,,,,,2015.4070000000002,2073.996,2264.834,2302.092,,,,,,,,,,,,,,
,AR,,,,,,,,325.61,266.025,311.166,334.629,,,,,,,,,,,,,,
,Deferred Commissions,,,,,,,,92.512,93.39,97.644,103.715,,,,,,,,,,,,,,
,Prepaids,,,,,,,,50.107,218.914,48.403,53.827,,,,,,,,,,,,,,
,PP&E,,,,,,,,53.042,50.214,48.389,47.345,,,,,,,,,,,,,,
,Leases,,,,,,,,37.365,34.807,36.873,35.859,,,,,,,,,,,,,,
,Goodwill,,,,,,,,73.636,70.982,70.812,70.642,,,,,,,,,,,,,,
,DTA,,,,,,,,4.116,4.524,4.765,5.575,,,,,,,,,,,,,,
,Other,,,,,,,,217.847,221.577,248.344,271.101,,,,,,,,,,,,,,
,Assets,,,,,,,,2869.6420000000003,3034.428999999999,3131.23,3224.7849999999994,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,,,,9.905,9.349,10.135,11.444,,,,,,,,,,,,,,
,Compensation,,,,,,,,112.579,110.234,112.063,120.598,,,,,,,,,,,,,,
,Lease,,,,,,,,40.715,38.298,39.925,38.426,,,,,,,,,,,,,,
,OAL,,,,,,,,74.831,84.11,100.795,86.795,,,,,,,,,,,,,,
,DR,,,,,,,,377.404,340.13,322.726,304.912,,,,,,,,,,,,,,
,DTL,,,,,,,,1.055,0.77,1.061,1.03,,,,,,,,,,,,,,
,Debt,,,,,,,,1143.273,1144.125,1144.977,1124.72,,,,,,,,,,,,,,
,OL,,,,,,,,41.661,38.157,36.501,34.884,,,,,,,,,,,,,,
,SE,,,,,,,,1068.989,1269.256,1363.047,1501.976,,,,,,,,,,,,,,
,L+SE,,,,,,,,2870.412,3034.429,3131.2300000000005,3224.785,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Model NI (non-GAAP),,,,,,,,,-80.59299999999998,-54.528999999999996,-9.776000000000034,,,,,,,,-306.866,-345.3980000000002,-176.6000000000002,-175.85434999999995,19.22318249999968,,
,Reported NI (GAAP),,,,,,,,,-80.593,-54.52900000000001,-9.776,,,,,,,,-306.866,-345.398,-176.6,,,,
,D&A,,,,,,,,,4.826,2.349,2.405,,,,,,,,13.671,16.11,18.939,,,,
,SBC,,,,,,,,,120.763,122.423,125.712,,,,,,,,251.069,381.454,456.907,,,,
,Amortization,,,,,,,,,-3.457,12.219,4.938000000000001,,,,,,,,14.789,16.447000000000003,16.579,,,,
,DT,,,,,,,,,0.007,-0.033,-0.825,,,,,,,,-2.579,-0.562,-1.574,,,,
,FX+Financial,,,,,,,,,-0.364,-12.745,-5.2059999999999995,,,,,,,,9.059,-6.551,-43.797999999999995,,,,
,WC,,,,,,,,,22.431,-71.134,-79.81,,,,,,,,27.836999999999982,-74.46999999999997,-148.97599999999997,,,,
,CFFO,,,,,,,,,63.613,-1.450000000000017,37.438,,,,,,,,6.979999999999976,-12.96999999999997,121.477,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,CapEx,,,,,,,,,-0.539,-1.0510000000000002,-1.981,,,,,,,,-8.072,-7.244,-8.072,,,,
,Acquisitions,,,,,,,,,,,,,,,,,,,-4.469,0,-4.469,,,,
,Investments,,,,,,,,,-47.60400000000001,291.471,-651.42,,,,,,,,-839.601,-26.06399999999985,-839.601,,,,
,CFFI,,,,,,,,,-48.143000000000015,290.42,-653.401,,,,,,,,-852.142,-33.30799999999985,-852.142,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESOP,,,,,,,,,0.953,18.993000000000002,0.315,,,,,,,,,,,,,,
,Capped Calls,,,,,,,,,0,170.589,0,,,,,,,,,,,,,,
,Leases,,,,,,,,,-2.093,-1.5459999999999998,-0.895,,,,,,,,,,,,,,
,CFFF,,,,,,,,,-1.1400000000000001,188.036,-0.5800000000000001,,,,,,,,,,,,,,
,FX,,,,,,,,,-1.583,-0.9680000000000002,-0.274,,,,,,,,,,,,,,
,CIC,,,,,,,,,12.746999999999986,476.038,-616.817,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Headcount,,,,,4527,,,,5213,,,,,,,,,,,,,,,,
,,,,,,,,,,0.15153523304616745,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,S&M,,,,,2157,,,,2470,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,FCF,,,,,,,,,63.074,-2.501000000000017,35.457,,,,,,,,-1.0920000000000236,-20.21399999999997,113.405,,,,
