Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
x,CDW,CDW,192.2,25613.352716399997,-4872.299999999999,30485.652716399996,133.264062,Q324,2025-01-27 00:00:00,,,,,,,,,,,,,,
x,Airports of Thailand,AOT TB,,,,,,,,,,,,,,,,,,,,,
x,Delta Air,DAL,,,,,,,,,,,,,,,,,,,,,
x,Vertiv,VRT,,,,,,,,,,,,,,,,,,,,,
x,Public Storage,PSA,,,,,,,,,,,,,,,,,,,,,
x,Wipro,WPRO IN,,,,,,,,,,,,,,,,,,,,,
x,American Airlines,AAL,11.73,7703.136899490001,-22435,30138.13689949,656.7039130000001,Q224,2024-09-26 00:00:00,,,,,,,,,,,,,,
x,Japan Post,6178 JP,,,,,,,,,,,,,,,,,,,,,
,Autoliv,ALV,93.74,7506.67642118,-1587,9093.67642118,80.079757,Q224,2024-09-30 00:00:00,,,,,,,,,,,,,,
,Embraer,ERJ,35,6479.06875,-1307.2,7786.26875,185.11625,Q224,2024-10-25 00:00:00,,,,,,,,,,,,,,
x,Southwest Air,LUV,,,,,,,,,,,,,,,,,,,,,
x,United Airlines,UAL,,,,,,,,,,,,,,,,,,,,,
x,NTT Data,9613 JP,,,,,,,,,,,,,,,,,,,,,
x,Heidelberg,HEI GR,,,,,,,,,,,,,,,,,,,,,
x,Schlumberger,SLB,,,,,,,,,,,,,,,,,,,,,
x,Iron Mountain,IRM,,,,,,,,,,,,,,,,,,,,,
x,Adani Ports & Special Economic Zone,ADANIPORTS,,,,,,,,,,,,,,,,,,,,,
x,Ashtead,AHT LN,,,,,,,,,,,,,,,,,,,,,
x,CGI,GIB/A,,,,,,,,,,,,,,,,,,,,,
x,Aena,AENA SM,,,,,,,,,,,,,,,,,,,,,
x,Golden MV,HVN PM,,,,,,,,,,,,,,,,,,,,,
x,Rollins,ROL,,,,,,,,,,,,,,,,,,,,,
x,WSP Global,WSP CN,,,,,,,,,,,,,,,,,,,,,
x,Halliburton,HAL,,,,,,,,,,,,,,,,,,,,,
x,ELM Co,ELM AB,,,,,,,,,,,,,,,,,,,,,
x,Ryanair,RYA ID,,,,,,,,,,,,,,,,,,,,,
x,Tenaris,TEN IM,,,,,,,,,,,,,,,,,,,,,
x,Extra Space Storage,EXR,,,,,,,,,,,,,,,,,,,,,
,Applied Digital,APLD,5.92,1224.37585632,95.13399999999999,1129.24185632,206.820246,Q224,2024-09-20 00:00:00,,,,,,,,,,,,,,
,Hive,HIVE,4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Private,,,,,,,,,,,,,,,,,,,,,,
,Entrepreneur First,,,,,,,,,,,,,,,,,,,,,,
