Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148
,7.1763,Q108,Q208,Q308,Q408,Q109,Q209,Q309,Q409,Q110,Q210,Q310,Q410,Q111,Q211,Q311,Q411,Q112,Q212,Q312,Q412,Q113,Q213,Q313,Q413,Q114,Q214,Q314,Q414,Q115,Q215,Q315,Q415,Q116,Q216,Q316,Q416,Q117,Q217,Q317,Q417,Q118,Q218,Q318,Q418,Q119,Q219,Q319,Q419,Q120,Q220,Q320,Q420,Q121,Q221,Q321,Q421,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425,Q126,Q226,Q326,Q426,,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025,2026,2027,2028,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Insulins y/y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050071628351183506,-0.020111731843575398,-0.01335149863760221,-0.012912197059992025,0.0338465536282726,-0.08739687437118515,-0.07463407898370611,-0.08586570067753407,-0.06585396506220942,-0.033000146993973245,0.045288368275759217,0.02539076832758491,0.006457688685591378,-0.061868207038078604,-0.07487508922198427,-0.09210620482358833,-0.1037962839192621,-0.08547354775986393,-0.12468173752025302,-0.05565189973198803,0.07129539861287193,0.11729270021261518,0.1026002644336712,0.3261268781302171,0.04399582318134354,0.010624801776086157,-0.0412502997841554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015164544749040387,-0.04659879882438134,-0.09690390028146356,0.1973384782823786,,,,,,,,,,,,,,,0.007099711435049727,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Margin %,0.7726587525909177,0.7701170117011701,0.7682731637915703,0.7984582373042994,0.799327892462794,0.7992462118298592,0.7837385412514947,0.794680283514976,0.8032762907708059,0.8071326490840587,0.8116016427104723,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8441515038989974,0.8412084503958842,0.8409696707729991,0.8435019507601238,0.8384486702400055,0.8385603941936343,0.8323810152921359,0.8324335996545023,0.8410036900369003,0.8409651403052723,0.8333171662301548,0.8251602464372394,0.8280972665956692,0.8321176719832934,0.8299084835214193,0.837189888607727,0.8354309914111013,0.8529262086513995,0.8419874467804942,0.8282042751393163,0.8466842805479041,0.8553222836095764,0.834618855459638,0.847957123119202,0.8482608762184578,0.8490449603291214,0.8414269888236037,0.8479978525495139,0.8349277088375786,0.8328584253874077,0.7612035851472471,0,,,,,,,,,,,,,,,,,0.7942929737124987,0.8078188758720548,0.8102523136285533,0.8274293184323175,0.0,0.83602459293291,0.8500097287981692,0.8462784040078726,0.8421429594613952,0.8424676520821597,0.8353725997983954,0.8351109920753707,0.8319744318181819,0.8392350554381365,0.8460137517706373,0.8466889116159269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S&D %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2395469736353509,0.25869303462619037,0.25675383617894965,0.2935557648325037,0.23713768734423543,0.252363830070582,0.25633319021039075,0.2941666409599901,0.2240590405904059,0.2465506898620276,0.26429980276134124,0.3038770303068019,0.24423145189918352,0.24215368784237765,0.25599348717084947,0.30344611692275586,0.2422735599914349,0.2626923542954077,0.25130579818285564,0.2857647841636863,0.23257818502070568,0.2641252302025783,0.21826633294171732,0.26069264989447793,0.2028493167454743,0.2194240376138701,0.21329107711292788,0.21825799750242172,0.19071036151984325,0.22812495934007312,0.213348271446863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26284090909090907,0.26118087186500444,0.24430705111921502,0.21384420959838568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R&D %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12331971778685481,0.12026124712664647,0.13125855485916,0.15283196555899367,0.09142740090812877,0.11842455719802904,0.11893516530699871,0.13523768393127064,0.11149815498154982,0.10967806438712258,0.12645908106185533,0.13949218993092288,0.11667258312625725,0.11936684725038589,0.11936443770703498,0.14692301672188454,0.12386095976779044,0.124148794377802,0.12362287670631611,0.16811527904849038,0.12607041804860683,0.1312523020257827,0.1383936932795287,0.15881450890484794,0.13169291037353287,0.23752571260652366,0.1330510019492084,0.16108212831016655,0.13200660801413808,0.15210065446218302,0.20530569782330346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1262215909090909,0.13589407416616747,0.13968337344625228,0.16550104509939637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tax Rate,0.4299163179916318,0.27451556077510275,0.25752508361204013,0.24104234527687296,0.22995720399429387,0.22991761071060762,0.23620737454948712,0.22359625668449198,0.23002084781097984,0.2300347222222222,0.23002577319587628,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21000808288632522,0.17242758841414627,0.18863350691326988,0.18061716489874638,0.21002873997882318,0.2099629477151091,0.15800776410341125,0.21319613683545446,0.20797550096531522,0.20803518187239117,0.18855882121188244,0.22362939510081653,0.20799347471451876,0.1873030770262117,0.1980545262043409,0.16937390375962785,0.20698699704224566,0.20702590056564454,0.201142413487134,0.16695268448149056,0.19901362331729797,0.19897748824936093,0.19901649859245268,0.2048153511947864,0.20399147816279214,0.20851097426180326,0.20599697533736622,0.2060635036701634,0.21599654362325493,0.21600354977074399,0.21597366461574635,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19776326900500485,0.20688876341050255,0.19165538253215977,0.19601227882192812,0.20053690505760743,0.20236008247932225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13366,13589,14103,15850,13904,14471,15016,17066,15579,13891,14939,16708,15057,14804,17285,20117,19990,20703,23754,26660,29297,29663,35048,42621,39280,40930,42598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EU,,,,,,,,,4432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8132,8654,8459,8587,9243,9409,9263,9436,9674,8167,8318,8138,9530,9579,9170,9427,10824,10915,10983,11514,12742,12856,12563,12706,14326,14581,14736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Intl,,,,,,,,,2865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5432,5164,5200,5295,6144,6156,5998,5915,8622,7948,7670,7292,9217,8658,9167,8789,11217,9647,10829,9918,11328,11781,11120,10536,11743,12549,13977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Headcount,,,,,27429,27998,28497,28809,29154,29364,29515,,,,,,,,,,,,,,,,,,,,,,,,,,41636,,,,42688,43105,43161,42672,42453,41611,42158,42703,43158,43526,44326,44723,45157,45971,46982,47792,49295,50816,52696,54393,57089,59337,61412,63370,66015,69260,71880,76302,77406,,78554,,,,,,,,,,,,,,,,,27068.0,29329.0,30483,32632.0,34731.0,38436.0,41450.0,41222.0,42446.0,,,,,47792.0,54393.0,63370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13791,18787,16158,15076,4405,11306,15270,12254,6964,22884,23695,5016,-322,15382,23282,-8213,-4405,6059,11437,-1043,3818,13246,23113,5959,-16723,7250,18181,-75007,-73239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75007.0,45281.15719999997,195406.91951759998,338590.3895607408,475269.8027770767,616245.3341918788,754687.4433217207,884040.0105782673,1008553.4351893787,1132007.8482698863,1258075.8300388677,1390644.1216025543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14297,20557,18189,17615,11042,16689,21431,17471,12088,27474,28801,16737,10568,29940,38640,20616,23361,35876,43989,27644,31618,40489,52172,34237,12315,66673,79634,35311,47876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2660,2635,2725,3090,3164,3279,3548,4275,4374,4201,3613,4835,3991,4194,5534,5304,5063,4897,5653,6211,6574,6786,8267,8068,11062,11845,12588,16628,13924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4223,2781,2360,3906,4953,3462,4568,4927,5741,4027,5168,6154,7809,6693,7762,9791,12439,11477,13844,14367,15213,18391,20339,22803,27075,25463,26656,27480,29258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16342,18973,18534,22786,21486,23246,22519,24912,30091,26323,24920,27734,28580,26098,29860,40643,36241,40826,45563,50560,50502,61294,52602,66200,56999,63565,66299,71949,73496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15867,16134,15922,16336,16838,17129,17509,17641,17261,17809,18105,18536,18653,18822,18899,19621,20289,21706,23222,24388,25615,28020,29534,31811,33600,36356,37944,40849,42853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PP&E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36134,37971,39555,41891,47350,48204,50300,50551,50863,50502,49925,50269,51429,52076,52863,55362,56399,59556,63641,66671,70014,75024,81461,90961,98230,109980,119832,162488,172376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Goodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4035,4197,4610,5145,5302,5900,5033,5835,5838,5785,9415,20657,20357,20272,20526,43171,43344,44590,46924,51416,50489,50749,55726,60406,59640,55501,54488,111090,109379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93558,103248,101895,110769,110135,117909,124908,125612,126256,136121,139947,144922,141387,158095,174084,194508,197136,218928,242836,241257,250025,280753,300101,314486,298921,369383,397441,465795,489162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,1770,2031,2539,6637,5383,6161,5217,5124,4590,5106,11721,10890,14558,15358,28829,27766,29817,32552,28687,27800,27243,29059,28278,29038,59423,61453,110318,121115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Provisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23176,28010,28210,29553,31991,34490,37181,35733,41512,43590,46513,39340,43021,50629,57165,55894,63192,70430,90045,74877,93000,104586,110780,107127,110114,122020,136635,129084,126283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15441,13451,13252,14098,14674,13595,14414,15085,15440,13544,15298,17005,16108,13797,17629,19960,22088,19798,21629,23706,24682,22720,26370,28894,31440,29953,30653,38016,58606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4884,3859,4788,4728,3939,4770,6794,4292,3295,4131,6010,6415,9911,4720,7637,8929,9911,9160,7397,14152,13937,17244,20182,17278,15628,14943,23306,15142,24206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4117,5830,4846,6756,4222,5269,5894,6358,5344,8961,6123,5717,6679,7616,8877,8870,6679,14654,8310,15587,10050,17788,20106,25606,13006,29759,24079,28846,19576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1196,1247,1256,1256,1353,1317,1511,1334,1142,1251,1324,1399,950,1216,1306,1280,950,617,6223,762,682,699,613,742,784,763,793,903,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44238,49081,47512,51839,47319,53085,52953,57593,54399,60054,59573,63325,66550,65559,66112,70746,66550,74452,76680,83486,79874,90473,92991,106561,98911,112522,120522,143486,138540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L+SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93558,103248,101895,110769,110135,117909,124908,125612,126256,136121,139947,144922,154109,158095,174084,194508,197136,218928,242836,241257,250025,280753,300101,314486,298921,369383,397441,465795,489162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Model Net Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10751,10343,9037,8497,10445,9595,10194,8717,11897,10625,10298,9318,12623,12123,12119,10892,14210,13318,14405,13592,19814,19428,22478,21963,25407,20050,27301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reported Net Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10751,10343,9037,8497,10445,9595,10194,8717,11897,10625,10298,9318,12623,12123,12119,10892,14210,13318,14405,13592,19814,19428,22478,21963,25407,20050,27301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxes paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2858,2155,2101,1873,2777,2550,1913,2362,3124,2791,2393,2684,3315,2794,2993,2221,3709,3477,3627,2724,4923,4826,5585,5657,6511,5282,7083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732,768,783,1642,1058,1110,2095,1398,1086,1158,2130,1379,1377,1217,1349,2082,1650,1636,2041,2035,1719,2177,2525,2992,2914,580,10415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other NCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-821,4256,1182,1481,2249,3299,1591,-107,5998,3141,4369,-5659,1034,8138,5475,-1638,7388,4417,16902,-6397,20230,10705,1987,-540,118,11179,18812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,-617,-690,-2707,-2128,-898,1722,-2084,-7496,7033,79,-3969,-1126,2865,293,-10688,1893,4089,-11010,-308,-10216,-4015,11669,-9683,-8852,9101,-11263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Interest received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,13,16,13,14,18,19,17,20,13,50,13,30,106,92,48,61,39,128,188,221,290,373,480,67,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Interest paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33,-12,-19,-25,-43,-41,-64,-56,-112,-4,-66,-240,-50,-35,-56,-120,-52,-68,-66,-86,-165,-97,-89,-140,-140,-77,-142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxes paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4328,-1133,-788,-3365,-4481,-590,-781,-5084,-4502,-503,-1710,-3391,-5931,-1877,-772,-5858,-5260,-2969,-1699,-4587,-6679,-4668,-3479,-11071,-12124,-3944,-615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9815,15770,11619,7412,9890,15039,16688,5165,10012,24261,17506,172,11255,25255,21507,-3017,23586,23961,24239,7101,29814,28577,40966,9551,14314,42238,52115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Purchase of intangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-885,-174,-494,-1221,-393,-632,-213,-1061,-56,-128,-4685,-11387,-97,-175,-513,-265,-260,-140,-995,-1212,-108,-1157,-4796,-7029,-535,-2768,-385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PP&E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2073,-2384,-2409,-2757,-2644,-2147,-2232,-1905,-1667,-1239,-1398,-1514,-1402,-1709,-1175,-2049,-1520,-2435,-3230,-4961,-4693,-5878,-5828,-9407,-8474,-10470,-12118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,-18283,0,0,0,-7075,,,,,0,-668,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,15,39,-121,11,-54,4,-240,-383,0,20,1,-1982,-1002,-2947,-6,-127,-1625,-736,-602,-1846,-2250,-2619,1719,12965,-6825,-8401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2574,-2543,-2864,-4099,-3026,-2833,-2441,-3209,-2106,-1367,-6063,-12900,-3481,-2886,-4635,-20603,-1907,-4200,-4961,-13850,-6647,-9285,-13243,-14717,3956,-20731,-20904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Buybacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4334,-3416,-3571,-4246,-2949,-4580,-2875,-4930,-2690,-5521,-2984,-5660,-2960,-5440,-3535,-7512,-4477,-7450,-4620,-7539,-5199,-8823,-6141,-9761,-2836,-7449,-2405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11810,0,-7238,0,-12309,0,-7100,0,-12551,0,-7570,0,-13495,-1,-8021,0,-15690,0,-9613,0,-18337,0,-13430,0,-28557,0,-15583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Repayments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,94,-357,-76,-37,-271,-420,-8,-140,5300,-349,3934,-175,12061,-1705,-244,-330,-129,-478,-373,-261,-355,-317,29460,-413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Withheld dividend tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,-2007,0,0,2090,-2090,0,0,2152,-2152,0,0,2329,-2329,0,0,2737,-2737,0,0,3393,-3393,0,0,5328,-5328,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
