Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
,Revenue y/y,,,,,,,,,0.9487435151587851,1.1158485910920657,1.0440464743164055,0.9522768649839293,0.3684287467444285,0.23350098041321576,-0.3093095122375942,0,0.10000000000000009,0.10000000000000009,0.19999999999999996,0.19999999999999996,,,,,,,,,,,,,,,,
,Gross Margin,,,,,0.40403934386901375,0.38513829372808733,0.41783321734233636,0.4439493380683734,0.43786426815522106,0.4878867569035512,0.5044274698056176,0.4784923798696159,0.4577602977723302,0.5201740398082477,0.4599432545117931,0.5,,,,,,,,,,,,,,,,,,,,
,SG&A % of sales,,,,,,,0,0.6279528443954957,0.26508142294923037,0.2890024947603895,0.2505087626735836,0.30884050254004347,0.3228771914041854,0.2857128641688455,,,,,,,,,,,,,,,,,,,,,,
,Operating Margin,,,,,,,,-0.1840035063271223,0.17278284520599066,0.19888426214316174,0.25391870713203396,0.16965187732957243,0.13488310636814477,0.23446117563940225,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,,,,,,,903.748,,,,,,,,,,,,,,,,,,,,,
,AR,,,,,,,,,,,,,,,208.774,,,,,,,,,,,,,,,,,,,,,
,Note Receivable,,,,,,,,,,,,,,,1.025,,,,,,,,,,,,,,,,,,,,,
,Inventories,,,,,,,,,,,,,,,197.572,,,,,,,,,,,,,,,,,,,,,
,Prepaids,,,,,,,,,,,,,,,38.227,,,,,,,,,,,,,,,,,,,,,
,PPE,,,,,,,,,,,,,,,38.37,,,,,,,,,,,,,,,,,,,,,
,DTA,,,,,,,,,,,,,,,24.186,,,,,,,,,,,,,,,,,,,,,
,ROU,,,,,,,,,,,,,,,5.720000000000001,,,,,,,,,,,,,,,,,,,,,
,Deferred Costs,,,,,,,,,,,,,,,251.87,,,,,,,,,,,,,,,,,,,,,
,Goodwill,,,,,,,,,,,,,,,26.237000000000002,,,,,,,,,,,,,,,,,,,,,
,OLTA,,,,,,,,,,,,,,,8.594,,,,,,,,,,,,,,,,,,,,,
,Assets,,,,,,,,,,,,,,,1704.3230000000003,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,,,,,,,,,,,30.938,,,,,,,,,,,,,,,,,,,,,
,Accrued,,,,,,,,,,,,,,,73.024,,,,,,,,,,,,,,,,,,,,,
,Taxes,,,,,,,,,,,,,,,0.739,,,,,,,,,,,,,,,,,,,,,
,Promotional Allowance,,,,,,,,,,,,,,,158.81,,,,,,,,,,,,,,,,,,,,,
,DR,,,,,,,,,,,,,,,169.60500000000002,,,,,,,,,,,,,,,,,,,,,
,OCL,,,,,,,,,,,,,,,14.979,,,,,,,,,,,,,,,,,,,,,
,Leases,,,,,,,,,,,,,,,5.839,,,,,,,,,,,,,,,,,,,,,
,DTL,,,,,,,,,,,,,,,2.275,,,,,,,,,,,,,,,,,,,,,
,SE,,,,,,,,,,,,,,,423.626,,,,,,,,,,,,,,,,,,,,,
,Preferred Stock,,,,,,,,,,,,,,,824.488,,,,,,,,,,,,,,,,,,,,,
,L+SE,,,,,,,,,,,,,,,1704.323,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,,,,,,,,,,,187.226,,,,,,,,,,,,,,,,,,,,,
,CapEx,,,,,,,,,,,,,,,17.983,,,,,,,,,,,,,,,,,,,,,
,FCF,,,,,,,,,,,,,,,169.243,,,,,,,,,,,,,,,,,,,,,
