Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,Activelle,,,,,,,,,
,Zegalogue (dasiglucagon),Severe Hypoglycemia,,"US 3/21, EU 7/24",,ZEAL,,"B shares listed on Nasdaq Copenhagen DKK 0.20, split to 0.10 in 2023",,
,Alhemo (concizumab),Hemophilia,,"CRL 4/24/23, resubmitted",,,,ADR = B shares,,
,NovoSeven,Hemophilia,Factor ?,,,,,A shares,,
,,,,Phase,,,,,,
,ziltivekimab,"HFpEF, AMI",,III,,,,,,
,icosema,Type 2 Diabetes,,Filed in EU,,,,,,
,CDR132L,HF,miR-132 oligo,II,,,,,,
,NN7999,Haemophilia B,rFIX,III,,,,,,
,cagrilintide,Type 2 Diabetes,amylin,III,,,,,,
,NN7128,Haemophilia,rFVII,II,,,,,,
,NN8555,Crohn's Disease,Anti-NKG2D,II,,,,,,
,etavopivat,Hemaglobinopathies,,II,,"Phase II n=60 achieved POC, Phase 3 results in 2026",,,,
,Mim8,,,,,,,,,
,INV-347,,CB1 inhibitor,I,,,,,,
,HS-001,HF,cell therapy,I,,Heartseed,,,,
,CNP analog,HF,CNP analog,I,,,,,,
,Inno8,Hemophilia A,oral antibody,I,,,,,,
,,PD,cell therapy,I,,Lund University,,,,
,TMPRSS6,Hereditary Hemochromatosis,RNAi,I,,,,,,
,SOMA oral device DV3395,,,I,,,,,,
,monlunabant (INV-202),"DKD, Obesity","CB1 inverse agonist, peripheral",II,,,,,,
,,Oncology,DCR-PDLI (GalXC),I,,,,,,
,NN8640,Adult Growth Hormone Deficiency,,,,,,,,
,NN0519,"CKD, Obesity, T2D",GLP-1/GIP agonist,II,,SON OF OZEMPIC?,,,,
,amycretin,Type 2 Diabetes,GLP-1/amylin,II,,,,,,
,NNC0650,Type 2 Diabetes,Undisclosed,I,subcut,,,,,
,NNC0638,Obesity,"Undisclosed, possibly amylin",I,,,,,,
,NN0662,Obesity,Undisclosed,I,qw subcut,,,,,
,,Type 1 Diabetes,DNA plasmid,I,qw subcut,8/24 p1 results,,,,
,NN9541/NN9542,Type 2 Diabetes,GLP-1/GIP agonist,II,qw,,,,,
,NN7088 (turoctocog alfa pegol),Haemophilia A,rhFXIII,III,,,,,,
,NNC6019,TTR amyloidosis,,I,,,,,,
,NNC0537,Heart Failure,Undisclosed,I,subcut,,,,,
,NNC0480,,,I,,,,,,
,NNC0113,,,I,,,,,,
,amylin 355,Obesity,amylin 355,I,qw subcut,,,,,
,NNC0194,NASH,FGF-21,I,,,,,,
,NN1810,Cardiac Surgery,rhFXIII,II,,,,,,
,NNC0491,Cardiovascular,ANGPTL3i mab,I,,,,,,
,NNC0582,Cardiovascular,LXR siRNA,I,,,,,,
,NNC0363,Type 1 Diabetes,insulin,I,,,,,,
,NNC0560,MASH,VAP-1,I,UBE Corp,,,,,
,NNC6022,"Nephrology, Cardiology, Hepatology",NLRP3,I,Ventus,,,,,
,NN1953,Type 2 Diabetes,Oral LAI,I,,,,,,
,,,,,,,,,,
,,,,"Q214: NN8226, Anti-IL20 for RA, failed.",,,,,,
,,,,"12/28/21: Dicerna closes, 22034 DKK.",,,,,,
,,,,"10/14/22: Forma closes, 8102m DKK.",,,,,,
,,,,"2023: Inversago Pharma acquisition, up to 1.075B",,,,,,
,,,,5/4/23: Q123 results,,,,,,
,,,,"8/4/23: Acquires BIOCORP, Bluetooth pen injector",,,,,Cardior,
,,,,9/13/23: 2:1 split,,,,,Catalent: ,
,,,,12/20/24: CagriSema REDEFINE 1 results.,,,,,,
,,,,"1/8/25: Valo Health partnership expanded, $190m upfront.",,,,,,
,,,,,,,,,,
,,,,5/7/25: Q125,,,,,,
