Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
,G&A,14158,16499,17189,19779,18967,22638,23862,24380,26669,26233,22668.899999999998,23161,,,,,,,,,,,,,,,67625.0,89847.0,98731.9,,,,,,,,,,,,,
,S&M,7049,7756,8920,10033,8530,10013,10435,11616,8058,7932,9913.25,11035.199999999999,,,,,,,,,,,,,,,33758.0,40594.0,36938.45,,,,,,,,,,,,,
,Operating Expenses,21207,24255,26109,29812,27497,32651,34297,35996,34727,34165,32582.149999999998,34196.2,,,,,,,,,,,,,,,101383.0,130441.0,135670.34999999998,,,,,,,,,,,,,
,Operating Income,31587,28955,30538,29069,35138,30094,28450,21821,22347,23702,29826.4468,30324.423200000005,,,,,,,,,,,,,,,120149.0,115503.0,106199.87,,,,,,,,,,,,,
,Interest Income,3708,8056,14100,34009,21116,16594,17077,77772,6655,96,25400,27480.75,,,,,,,,,,,,,,,59873.0,132559.0,59631.75,,,,,,,,,,,,,
,Pretax Income,35295,37011,44638,63078,56254,46688,45527,99593,29002,23798,55226.446800000005,57805.173200000005,,,,,,,,,,,,,,,180022.0,248062.0,165831.62,,,,,,,,,,,,,
,Taxes,6399,5210,6096,3776,8487,4101,6017,4635,5589,4568,8283.96702,8670.77598,,,,,,,,,,,,,,,20175.0,23240.0,27111.743000000002,,,,,,,,,,,,,
,Net Income,28896,31801,38542,59302,47767,42587,39510,94958,23413,19230,46942.47978000001,49134.397220000006,,,,,,,,,,,,,,,159847.0,224822.0,138719.87699999998,,,,,,,,,,,,,
,Non-IFRS NI,27079,30153,32203,33207,33118,34039,31751,24880,25545,28139,,,,,,,,,,,,,,,,,122742.0,123788.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue Growth,,,,,0.2520520057372877,0.2034765805210519,0.13488564891946409,0.07869438688102703,0.0012416576129132828,-0.030558589314258033,-0.0037247134187458064,0.016990179487890833,,,,,,,,,,,,,,,,0.16191626008164883,-0.0038161601662506373,,,,,,,,,,,,,
,Gross Margin,,,0.4515612170876944,0.4404985449131811,0.46292395586202817,0.4538221743249987,0.44073808721060914,0.4009834382889006,0.4213004997379513,0.43173373920050134,0.44,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tax Rate,,,0.13656525830010305,0.05986239259329719,0.1508692715184698,0.08783841672378341,0.13216333164935093,0.0465394154207625,0.19271084752775672,0.1919489032691823,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,1086031,989936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AR,,,,,,,,,52774,49446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inventories,,,,,,,,,2712,2939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DT,,,,,,,,,27616,28864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepayments,,,,,,,,,37093,103490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Goodwill,,,,,,,,,178712,177718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PP&E,,,,,,,,,68678,66333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Right of Use,,,,,,,,,40542,40943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Assets,,,,,,,,,1494158,1459669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debt,,,,,,,,,324212,345723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,,,,,170326,168416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxes,,,,,,,,,28948,23410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lease,,,,,,,,,23908,24458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DR,,,,,,,,,101487,93781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE,,,,,,,,,845277,803881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L+SE,,,,,,,,,1494158,1459669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Headcount,,,,,,94182,,,,110715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
