Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,Revia,naltrexone,1984-11-20 00:00:00,opioid receptor antagonist,Opioid Use Disorder,tablet,,50,
,Doral,quazepam,1985-12-27 00:00:00,GABA agonist,Anxiety,,,50,
,Wellbutrin,bupropion,1985-12-30 00:00:00,NDRI,Depression,tablet,GSK,1000,
,Buspar,buspirone,1986-09-29 00:00:00,5-HT1A,Anxiety,,BMY,300,
,Prozac,fluoxetine,1987-12-29 00:00:00,SSRI,Depression,,LLY,1000,
,Clozaril,clozapine,1989-09-26 00:00:00,D2 antagonist,Schizophrenia,tablet,NVS,100,
,Anafranil,clomipramine,1989-12-29 00:00:00,MAO,Depression,capsule,,50,
,Zoloft,sertraline,1991-12-30 00:00:00,SSRI,Depression,tablet,PFE,1000,
,Ambien,zolpidem,1992-12-16 00:00:00,GABA agonist,Insomnia,tablet,SNY,1000,
,Paxil,paroxetine,1992-12-29 00:00:00,SSRI,Depression,tablet,GSK,1000,
,Effexor,venlafaxine,1993-12-28 00:00:00,SNRI,Depression,tablet,PFE (Wyeth),500,
,Risperdal,risperidone,1993-12-29 00:00:00,D2 antagonist,Schizophrenia,,JNJ,4000,
,Lamictal,lamotrigine,1994-12-27 00:00:00,Na+ antagonist,Bipolar Disorder,,GSK,1500,
,Remeron,mirtazapine,1996-06-14 00:00:00,5HT2A antagonist,Depression,tablet,ORG,200,
,Zyprexa,olanzapine,1996-09-30 00:00:00,D2 antagonist,Schizophrenia,,LLY,5000,
,Depacon,valproate,1996-12-30 00:00:00,GABA agonist,Bipolar Disorder,injection,ABBV,200,
,Zyban,bupropion,1997-05-14 00:00:00,NDRI,Smoking Cessation,tablet,GSK,200,
,Seroquel,quetiapine,1997-09-26 00:00:00,D2 antagonist,Schizophrenia,,AZN,4000,
,Celexa,citalopram,1998-07-17 00:00:00,SSRI,Depression,tablet,Forest (Abbvie/Actavis),1000,
,Provigil,modafinil,1998-12-24 00:00:00,DAT inhibitor,ADHD,tablet,CEPH,1000,
,Concerta,methylphenidate,2000-08-01 00:00:00,DAT inhibitor,ADHD,tablet,JNJ,1000,
,Geodon,ziprasidone,2001-02-05 00:00:00,D2 antagonist,Schizophrenia,capsule,PFE,1000,
,Adderall XR,"amphetamine aspartate, sulfate, dextroamphetamine saccharate, sulfate",2001-10-11 00:00:00,DAT inhibitor,ADHD,capsule,SHPGY,1000,
,Lexapro,escitalopram,2002-08-14 00:00:00,SSRI,Depression,tablet,Forest (Abbvie/Actavis),1000,
,Abilify,aripiprazole,2002-11-15 00:00:00,D2 antagonist,Schizophrenia,tablet,BMY/Otsuka,6000,
,Strattera,atomoxetine,2002-11-26 00:00:00,NRI,ADHD,capsule,LLY,1000,
,Risperdal Consta,risperidone,2003-10-29 00:00:00,D2 antagonist,Schizophrenia,injection,JNJ/ALKS,1000,
,Cymbalta,duloxetine,2004-08-03 00:00:00,SNRI,Depression,capsule,LLY,4000,
,Lunesta,eszopiclone,2004-12-15 00:00:00,GABA agonist,Insomnia,tablet,SEPR,500,
,Rozerem,ramelteon,2005-07-22 00:00:00,MT1/MT2 inhibitor,Insomnia,tablet,TAK,200,
,Vivitrol,naltrexone,2006-04-13 00:00:00,opioid receptor antagonist,Alcohol Use Disorder,injection,ALKS,400,
,Chantix,varenicline,2006-05-10 00:00:00,nicotinic antagonist,Smoking Cessation,tablet,PFE,1000,
,Invega,paliperidone,2006-12-19 00:00:00,D2 antagonist,Schizophrenia,tablet,JNJ,100,
,Vyvanse,lisdexamfetamine,2007-02-23 00:00:00,DAT inhibitor,ADHD,capsule,Takeda/Shire/New River,3200,
,Nuvigil,armodafinil,2007-06-15 00:00:00,DAT inhibitor,ADHD,tablet,CEPH,500,
,Pristiq,desvenlafaxine,2008-02-29 00:00:00,SNRI,Depression,tablet,PFE,500,
,Aplenzin,bupropion,2008-04-23 00:00:00,NDRI,Depression,tablet,,50,
,Fanapt,iloperidone,2009-05-06 00:00:00,D2 antagonist,Schizophrenia,tablet,VNDA,100,
,Invega Sustenna,paliperidone palmitate,2009-07-31 00:00:00,D2 antagonist,Schizophrenia,injection,JNJ,3000,
,Saphris,asenapine,2009-08-13 00:00:00,D2 antagonist,Schizophrenia,tablet,AGN,200,
,Intuniv,guanfacine,2009-09-02 00:00:00,Alpha-2 agonist,ADHD,tablet,SHPGY,100,
,Suboxone,"buprenorphine, naloxone",2010-08-30 00:00:00,opioid receptor antagonist,Opioid Use Disorder,sublingual,INDV,200,
,Latuda,lurasidone,2010-10-28 00:00:00,D2 antagonist,Schizophrenia,tablet,4506 JP,1000,
,Viibryd,vilazodone,2011-01-21 00:00:00,SSRI,Depression,tablet,ABBV,200,
,Quillivant,methylphenidate,2012-09-27 00:00:00,DAT inhibitor,ADHD,suspension,PFE,100,
,Trintellix,vortioxetine,2013-09-30 00:00:00,SSRI,Depression,tablet,TAK,715,
,Belsomra,suvorexant,2014-08-13 00:00:00,Orexin,Insomnia,tablet,MRK,500,
,Invega Hafyera,paliperidone palmitate,2015-05-18 00:00:00,D2 antagonist,Schizophrenia,injection,JNJ,3000,
,Invega Trinza,paliperidone palmitate,2015-05-18 00:00:00,D2 antagonist,Schizophrenia,injection,JNJ,3000,
,Rexulti,brexpiprazole,2015-07-10 00:00:00,D2 partial agonist,Schizophrenia,tablet,Otsuka,500,
,Vraylar,cariprazine,2015-09-17 00:00:00,D2 antagonist,Schizophrenia,capsule,ABBV/AGN,3000,
,Quillichew,methylphenidate,2015-12-04 00:00:00,DAT inhibitor,ADHD,tablet,PFE,100,
,Nuplazid,pimavanserin,2016-04-29 00:00:00,5HT2A antagonist,Parkinson's Psychosis,tablet,ACAD,1000,
,Lucemyra,lofexidine,2018-05-16 00:00:00,Alpha-2 agonist,Opioid Use Disorder,tablet,US World Meds,100,
,Spravato,esketamine,2019-03-05 00:00:00,NMDA,Depression,Intranasal,JNJ,500,
,Dayvigo,lembrorexant,2019-12-20 00:00:00,Orexin,Insomnia,tablet,4523 JP,200,
,Caplyta,lumateperone,2019-12-20 00:00:00,D2 antagonist,Schizophrenia,capsule,ICPT,1000,
,Azstarys,"dexmethylphenidate, serdexmethylphenidate",2021-03-02 00:00:00,DAT inhibitor,ADHD,capsule,Commave,100,
,Qelbree,viloxazine,2021-04-02 00:00:00,NET inhibitor,ADHD,capsule,SUPN,100,
,Lybalvi,olanzapine/samidorphin,2021-05-28 00:00:00,D2 antagonist,Schizophrenia,tablet,ALKS,100,
,Quviviq,daridorexant,2022-01-07 00:00:00,Orexin,Insomnia,tablet,IDIA,100,
,Auvelity,bupropion / dextromethorphan,2022-08-18 00:00:00,NDRI,Depression,tablet,AXSM,100,
,,,,,,,,,
,Could not find/honorable mentions/unclassified,,,,,,,,
,Dalmine,zopiclone,,,,,,,
,Restoral,propranolol,,,,,,,
,Traxene,,,,,,,,
