Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
,Summoners Arena,,2022-02-11 00:00:00,$3M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Swim,Seed,2022-03-09 00:00:00,$4M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,SynFutures,Series A,2021-06-16 00:00:00,$14M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,SynFutures,Series A,2021-06-16 00:00:00,$14M,,,,,,,,,,,,,,,,,,,,,Polychain
,SynFutures,Seed,2021-01-01 00:00:00,$1.4M,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Synthetic Minds,Seed,2018-10-22 00:00:00,$5.5M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Synthetix,,2020-12-15 00:00:00,$12M,,,,,,,,,,,,,,,,,,Paradigm,,,
,SZNS,Seed,2021-09-09 00:00:00,$10M,,,,,,,,,,,,,,,,,Dragonfly,,,,
,t3rn,Seed,2021-06-16 00:00:00,$1.4M,,,,,,,,,,,,,,,,,,,,,Polychain
,Tagomi,,2019-03-04 00:00:00,$12M,,,,,,,,,Pantera Capital,,,,,,,,,Paradigm,,,
,Tagomi,,2019-03-04 00:00:00,$12M,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Taker Protocol,Seed,2021-09-20 00:00:00,$3M,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Tari Labs,Seed,2018-02-20 00:00:00,—,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,TaxBit,Series B,2021-08-12 00:00:00,$130M,,,,,,,,,,,,,,,,,,Paradigm,,,
,TaxBit,Series A,2021-01-07 00:00:00,$100M,,,,,,,,,,,,,,,,,,Paradigm,,,
,TaxBit,Seed,2020-01-06 00:00:00,$5M,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Terra,,2021-01-26 00:00:00,$25M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Terra,Seed,2018-08-29 00:00:00,$32M,,,,,,,,,,,,,,,,,,,,,Polychain
,The Block,Seed,2019-04-30 00:00:00,$1.5M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,The Wildcard Alliance,Series A,2022-06-14 00:00:00,$46M,,,,,,,,,,,,,,,,,,Paradigm,,,
,Themelio Labs,Seed,2020-12-01 00:00:00,$1.5M,,,,,,,,,,,,,,,,,,,,,Polychain
,Thesis,Series A,2021-07-22 00:00:00,$21M,,,,,,,,,,,,,,,,,,Paradigm,,,Polychain
,ThunderCore,Series A,2018-03-01 00:00:00,$37.1M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Tlon,,2019-07-24 00:00:00,—,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Token Daily,Series A,2018-05-01 00:00:00,$9.2M,,,,,,,,,,,,,,,,,,,,,Polychain
,Trade Ecology Token,,2019-04-11 00:00:00,$28M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Transparent Financial Systems,Series A,2020-02-05 00:00:00,$14M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,TruStory,Seed,2018-05-23 00:00:00,$3M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Umee,Seed,2021-06-15 00:00:00,$6.3M,,,,,,,,,,,,,,,,,,,,,Polychain
,Unbound Finance,Seed,2021-06-10 00:00:00,$5.8M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,UnikoinGold,ICO,2017-09-24 00:00:00,$15M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Unikrn,ICO,2017-10-23 00:00:00,$31.4M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Uniswap,Series A,2020-08-07 00:00:00,$11M,,,,,,,,,,,,,,,,,,Paradigm,,,
,Unstoppable Domains,Series A,2022-07-27 00:00:00,$65M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Upshot,Series A,2022-03-22 00:00:00,$22M,,,,,,,,,,,,,,,,,,,,,Polychain
,Urkel,Seed,2019-10-01 00:00:00,$1M,,,,,,,,,,,,,,,,,,,,,Polychain
,Valora,Series A - Valora,2021-07-21 00:00:00,$20M,,,,,,,,,,,,,,,,,,,,,Polychain
,VALR,Series B - VALR,2022-02-28 00:00:00,$50M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Vauld,Series A - Vauld,2021-07-29 00:00:00,$25M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Vauld,Seed,2020-12-30 00:00:00,$2M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Veem,Venture Round - Veem,2018-09-26 00:00:00,$25M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Veem,Series B - Veem,2018-08-14 00:00:00,—,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Veem,Series A - Veem,2015-11-17 00:00:00,$12.5M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Veem,Seed,2015-04-29 00:00:00,$1.5M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Vega Protocol,Seed,2019-10-02 00:00:00,$5M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Veil,Seed,2019-01-08 00:00:00,—,,,,,,,,,,,,,,,,,,Paradigm,,,
,Vibra,Seed,2021-12-17 00:00:00,$6M,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Virtue Poker,Seed,2021-04-12 00:00:00,$5M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Web3Auth,Series A,,,,,,,,Multicoin,,,,,,,,,,,,,,,
,Wintermute Trading,Series B,2021-01-20 00:00:00,$20M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,WOO Network,Seed,2020-09-15 00:00:00,$10M,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Worldcoin,Venture,,,,,,,,Multicoin,,,,,,,,,a16z,,,,Digital Currency Group,,
,Wyre,Series B,2020-08-03 00:00:00,$3M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Wyre,Series B,2018-12-12 00:00:00,$8M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Xapo,Series A,2014-03-13 00:00:00,$20M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,XLD Finance,Seed,,,,,,,,,,,,,,,,,,,,,Digital Currency Group,,
,XLD Finance,Seed,2022-07-19 00:00:00,$13M,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Yellow Card,Series A,2021-09-26 00:00:00,$15M,,,,,,,,,,,,,,,,,,,,,Polychain
,Yellow Card,Seed,2020-08-27 00:00:00,$1.5M,,,,,,,,,,,,,,,,,,,,,Polychain
,Yield Protocol,Seed,2020-05-09 00:00:00,—,,,,,,,,,,,,,,,,,,Paradigm,,,
,Zcash,Seed,2016-01-20 00:00:00,$1M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Zora,,2021-03-19 00:00:00,$8M,,,,,,,,,,,,,,,,,,Paradigm,,,
