Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34
,Basic,439.352,440.569,441.526,442.22,443.224,443.159,442.778,443.462,444.146,,,,,,,,,,,,,,,,,,,440922.0,443155.0,,,,
,Diluted,452.494,453.945,455.088,455.283,455.641,455.129,454.925,455.795,452.984,,,,,,,,,,,,,,,,,,,454208.0,455372.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,0.24196701938436038,0.1941176776747211,0.16281682761162575,0.16026567768971423,0.09834667963651289,,,,,,,,,,,,0.12511269481475806,0.1589922285185854,0.1715679344200025,0.1499999999999999,,,,,,,,,
,Subs y/y,,,,,,,,,0.06743434518563474,0.05000478057175628,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Cash,,,,,,,,,,,,,,,,,,,,,-6645.928,0,-5138.628000000001,,,,,,,,,,
,Cash,,,,,,,,,,,,,,,,,,,,,8370.99,,9324.392,,,,,,,,,,
,OCA,,,,,,,,,,,,,,,,,,,,,3326.642,,3638.543,,,,,,,,,,
,Content,,,,,,,,,,,,,,,,,,,,,32040.839,,32639.879,,,,,,,,,,
,PP&E,,,,,,,,,,,,,,,,,,,,,1644.346,,1837.889,,,,,,,,,,
,OCA,,,,,,,,,,,,,,,,,,,,,6704.827,,7494.132,,,,,,,,,,
,Assets,,,,,,,,,,,,,,,,,,,,,52087.64399999999,0,54934.835,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Content,,,,,,,,,,,,,,,,,,,,,5825.567,,5694.613,,,,,,,,,,
,AP,,,,,,,,,,,,,,,,,,,,,614.489,,793.233,,,,,,,,,,
,Accrued,,,,,,,,,,,,,,,,,,,,,2359.518,,3111.311,,,,,,,,,,
,DR,,,,,,,,,,,,,,,,,,,,,1609.726,,1724.675,,,,,,,,,,
,Debt,,,,,,,,,,,,,,,,,,,,,15016.918,,14463.02,,,,,,,,,,
,ONCL,,,,,,,,,,,,,,,,,,,,,2633.353,,3193.948,,,,,,,,,,
,SE,,,,,,,,,,,,,,,,,,,,,24028.073,,25954.035,,,,,,,,,,
,L+SE,,,,,,,,,,,,,,,,,,,,,52087.644,0,54934.835,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Model NI,,,,,,,,,,,,,,,,,2332.2089999999985,2147.3060000000014,2363.508999999999,1868.6069999999995,2890.3509999999997,3125.413000000001,2546.9160000000006,,,,,,,,,,
,Reported NI,,,,,,,,,,,,,,,,,2332.209,2147.306,2363.509,1868.607,2890.351,3125.413,2546.916,,,,,,,,,,
,Content additions,,,,,,,,,,,,,,,,,-3918.408,-4415.424,-4099.981,-4568.939,-3960.9100000000003,-4049.8650000000002,-4629.673000000001,,,,,,,,,,
,Content amortization,,,,,,,,,,,,,,,,,3670.805,3769.69,3699.521,4161.501,3823.112,3832.074,4002.744,,,,,,,,,,
,D&A,,,,,,,,,,,,,,,,,87.234,81.227,80.914,79.539,80.067,80.013,87.326,,,,,,,,,,
,SBC,,,,,,,,,,,,,,,,,76.345,68.766,65.65,61.827,71.977,80.862,80.986,,,,,,,,,,
,FX,,,,,,,,,,,,,,,,,-130.801,-42.692,104.809,-52.855,28.547,55.238,-1.707,,,,,,,,,,
,Other,,,,,,,,,,,,,,,,,97.181,138.588,128.082,130.927,114.73,120.139,142.293,,,,,,,,,,
,DT,,,,,,,,,,,,,,,,,-107.077,-209.387,-200.982,-73.252,-163.928,-135.755,20.539,,,,,,,,,,
,WC,,,,,,,,,,,,,,,,,105.034,-247.227,179.579,-70.461,-94.747,-684.8610000000001,575.7499999999999,,,,,,,,,,
,CFFO,,,,,,,,,,,,,,,,,2212.5219999999995,1290.8470000000002,2321.1010000000006,1536.8939999999998,2789.199,2423.258,2825.174,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PP&E,,,,,,,,,,,,,,,,,-75.714,-78.287,-126.863,-158.674,-128.277,-155.889,-164.719,,,,,,,,,,
,Investments,,,,,,,,,,,,,,,,,0,0,-1742.246,0,613.939,960.763,172.4,,,,,,,,,,
,Other,,,,,,,,,,,,,,,,,0,0,0,0,,-36.19,36.19,,,,,,,,,,
,CFFI,,,,,,,,,,,,,,,,,-75.714,-78.287,-1869.1090000000002,-158.674,485.662,768.684,43.87100000000001,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debt,,,,,,,,,,,,,,,,,-400,0,1794.46,0,-800,-1033.45,0,,,,,,,,,,
,Stock,,,,,,,,,,,,,,,,,-1732.9440000000002,-1483.131,-1558.78,-664.2890000000001,-3212.664,-1491.375,-1792.866,,,,,,,,,,
,Other,,,,,,,,,,,,,,,,,0,-6.25,-9.084,-14.409,-15.652,21.957,55.837,,,,,,,,,,
,CFFF,,,,,,,,,,,,,,,,,-2132.9440000000004,-1489.381,226.59600000000006,-678.6980000000001,-4028.3160000000003,-2502.868,-1737.029,,,,,,,,,,
,CIC,,,,,,,,,,,,,,,,,3.8639999999991232,-276.8209999999999,678.5880000000004,699.5219999999997,-753.4550000000004,689.0739999999998,1132.016,,,,,,,,,,
