Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
,    U.S.,125.0,147.0,175.371,215.70633,239.00261364000002,253.34277045840003,278.67704750424,305.15136701714283,329.5634763785143,355.92855448879544,384.4028388478991,415.15506595573106,448.3674712321896,484.2368689307648,522.975818445226,,0.176,0.193,0.23,0.108,0.06,0.1,0.095,0.08,0.08,0.08,0.08,0.08,0.08,0.08
,    International,190.0,199.0,213.92499999999998,242.80487499999998,280.439630625,300.07040476875005,325.5763891740938,364.64555587498506,484.97858931373014,577.1245212833388,663.6931994758396,730.0625194234236,795.7681461715318,867.3872793269697,945.4521344663971,,0.04736842105263158,0.075,0.135,0.155,0.07,0.085,0.12,0.33,0.19,0.15,0.1,0.09,0.09,0.09
,  Biopsys,,,16.0,31.4,51.552,77.328,112.95060000000001,161.84334,215.311383,267.74840295,327.3796321425,396.19890782324995,472.71276407486243,564.974703783748,676.4146907233805,,,,0.9624999999999999,0.6417834394904459,0.5000000000000001,0.4606688392302918,0.4328683512969387,0.33036912733017,0.24354039818693657,0.2227136690097668,0.21021245344546877,0.19311980608928486,0.19517547805050237,0.19724774612614815
,    U.S.,,,15.0,27.4,40.552,60.828,88.20060000000001,123.48084,148.177008,170.4035592,195.96409307999997,225.35870704199993,259.1625130982999,298.03689006304484,342.74242357250154,,,,1.0,0.48,0.5,0.45,0.4,0.2,0.15,0.15,0.15,0.15,0.15,0.15
,    International,,,1.0,4.0,11.0,16.5,24.75,38.362500000000004,67.134375,97.34484375000001,131.41553906250002,170.84020078125002,213.55025097656252,266.93781372070316,333.67226715087895,,,,4.0,1.1,0.5,0.5,0.55,0.75,0.45,0.35,0.3,0.25,0.25,0.25
,  Urology,0.0,,16.0,50.0,79.0,64.5,30.4,41.519999999999996,55.824,69.95232,82.4406912,95.58439487999999,110.83184611199998,128.52107966879998,149.04465588791996,,,,2.125,0.58,-0.18354430379746836,-0.5286821705426357,0.36578947368421044,0.3445086705202313,0.2530868443680138,0.1785269051834164,0.15943223532798312,0.15951820640955225,0.15960424893513306,0.1596903501900966
,    U.S.,,,15.0,43.0,67.0,49.5,20.4,26.52,31.823999999999998,37.552319999999995,43.560691199999994,50.09479487999999,57.60901411199998,66.25036622879998,76.18792116311997,,,,1.8666666666666667,0.5581395348837209,-0.26119402985074625,-0.5878787878787879,0.3,0.2,0.18,0.16,0.15,0.15,0.15,0.15
,    International,,,1.0,7.0,12.0,15.0,10.0,15.0,24.0,32.400000000000006,38.88,45.4896,53.222832,62.270713439999994,72.85673472479999,,,,6.0,0.7142857142857143,0.25,-0.3333333333333333,0.5,0.6,0.35,0.2,0.17,0.17,0.17,0.17
,  Sterilization/Vascular Access,,,,,,375.0,429.42,477.7748,418.75216,342.4818288,273.02196362399997,245.7197672616,257.26055562468,269.348575405914,282.00999585620974,,,,,,,0.14512000000000005,0.11260490894695173,-0.1235365280881286,-0.18213716485665407,-0.20281328623879402,-0.0999999999999999,0.046967276958200056,0.04698745888922557,0.047007564198974165
,    U.S.,,,,,,188.0,223.72,249.4478,199.55824,120.0,82.8,74.52,77.5008,80.600832,83.82486528,,,,,,,0.19,0.115,-0.2,-0.3,-0.31,-0.1,0.04,0.04,0.04
,    International,,,,,,187.0,205.70000000000002,228.32700000000003,219.19392000000002,222.4818288,190.22196362399998,171.1997672616,179.75975562468,188.747743405914,198.18513057620973,,,,,,,0.1,0.11,-0.04,0.015,-0.145,-0.1,0.05,0.05,0.05
,  Total Ethicon Endo,805.0,871.0,1005.7860000000001,1195.4392550000002,1371.3997112650002,1845.7778164621502,2019.8162788057339,2292.021469146304,2587.1132438405566,2849.395178627437,3103.013632593348,3390.520799502381,3736.1826882147047,4114.769175447832,4529.960662915764,,0.08198757763975155,0.15474856486796792,0.18856223391457044,0.14719313886425783,0.345907980948586,0.0942900390238559,0.13476730195556103,0.12874738682276127,0.10138015234212328,0.08900782027997955,0.09265417460275496,0.1019494965974123,0.10132975789094262,0.10090274077712874
,    U.S.,465.0,507.0,610.0110000000001,739.3031300000001,829.2092056400002,1072.9377298184002,1179.1786332066401,1338.1218060753188,1399.6614853519266,1445.548687042469,1533.1333380166348,1661.778768532009,1815.5052661523814,1979.819662349293,2155.227836472032,,0.09032258064516129,0.20317751479289956,0.211950489417404,0.12160921818361572,0.2939288692414907,0.09901870391511143,0.1347914288749034,0.04598959451763385,0.03278449980282537,0.06058920862317004,0.08391013835874103,0.09250719802863536,0.09050615234245211,0.08859805640812567
,    International,340.0,364.0,395.775,456.136125,542.190505625,772.84008664375,840.6376455990938,953.8996630709851,1187.4517584886303,1403.846491584968,1569.8802945767131,1728.742030970372,1920.6774220623233,2134.949513098539,2374.7328264437324,,0.07058823529411765,0.08729395604395598,0.1525137388667804,0.18865942842172395,0.42540320906739787,0.08772521007518065,0.1347334586606257,0.24483926817391619,0.18223454683477955,0.11827062573222667,0.10119353490992944,0.11102604532858769,0.11156068612820014,0.11231334131043988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"11/4/11: Acquires SterilMed, reusable/reprocessed single-use devices.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
